,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,47,35,48,34,2.39,0.37,2.76,105.5,102.8,89.3,0.38,0.104,0.486,16.0,32.5,0.283,0.468,15.2,70.2,0.256,Delta Center,786034
1,Lg Rank,11,18,8,8,8.0,10.0,8.0,9.0,15.0,24.0,1.0,29.0,10.0,27.0,2.0,1.0,8.0,4.0,24.0,25.0,,7
