,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,3194,6782,0.471,664,1839,0.361,2530,4943,0.512,1653,2052,0.806,887,2781,3668,1794,678,501,1256,1858,8705
1,Team/G,,241.5,39.0,82.7,0.471,8.1,22.4,0.361,30.9,60.3,0.512,20.2,25.0,0.806,10.8,33.9,44.7,21.9,8.3,6.1,15.3,22.7,106.2
2,Lg Rank,,20,6,15,6.0,15,14,14.0,8,22,5.0,5,8,2.0,18,6,6,13,10,2,25,28,5
3,Year/Year,,-0.1%,2.2%,4.3%,-0.01,11.0%,15.8%,-0.016,0.1%,0.5%,-0.002,-9.1%,-6.6%,-0.023,3.9%,2.1%,2.5%,2.3%,-0.1%,-19.7%,0.2%,12.3%,0.4%
4,Opponent,82.0,19805,2984,6842,0.436,705,1968,0.358,2279,4874,0.468,1512,2080,0.727,900,2456,3356,1785,669,296,1248,1672,8185
5,Opponent/G,,241.5,36.4,83.4,0.436,8.6,24.0,0.358,27.8,59.4,0.468,18.4,25.4,0.727,11.0,30.0,40.9,21.8,8.2,3.6,15.2,20.4,99.8
6,Lg Rank,,20,8,18,3.0,27,28,14.0,3,9,4.0,18,25,1.0,18,4,3,13,24,5,9,18,12
7,Year/Year,,-0.1%,0.6%,-1.9%,0.011,15.6%,11.8%,0.012,-3.3%,-6.5%,0.016,10.2%,17.3%,-0.047,-8.8%,4.5%,0.6%,6.2%,-0.6%,-8.1%,3.0%,-1.5%,3.4%
