,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,48,34,47,35,1.85,-0.66,1.2,102.5,100.5,90.2,0.29,0.222,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,United Center,890370
1,Lg Rank,11,18,13,13,13.0,26.0,14.0,28.0,2.0,29.0,13.0,25.0,30.0,24.0,9.0,9.0,2.0,15.0,11.0,4.0,,1
