,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,1991-92,22.0,SAC,NBA,SG,1.0,31.0,6.4,0.466,0.167,0.167,0.0,0.0,0.0,4.7,1.6,0.0,7.2,18.7,0.0,0.0,0.0,-0.027,-5.1,-3.4,-8.6,-0.1
1,1996-97,27.0,CLE,NBA,SG,19.0,77.0,8.5,0.43,0.5,0.042,5.0,17.2,11.0,18.4,1.5,1.2,19.7,19.8,-0.1,0.1,0.0,0.004,-3.9,1.0,-3.0,0.0
2,1997-98,28.0,TOT,NBA,SG,43.0,426.0,10.9,0.49,0.421,0.179,2.7,10.4,6.6,7.9,2.6,1.2,10.7,17.9,0.1,0.6,0.7,0.074,-1.6,1.2,-0.3,0.2
3,1997-98,28.0,GSW,NBA,SG,10.0,139.0,11.0,0.447,0.323,0.154,3.0,4.7,3.8,12.0,1.9,0.5,8.0,23.7,0.0,0.1,0.1,0.019,-1.9,-0.7,-2.6,0.0
4,1997-98,28.0,ORL,NBA,SG,4.0,15.0,27.8,0.765,0.0,0.4,0.0,0.0,0.0,15.4,0.0,4.8,0.0,18.0,0.1,0.0,0.1,0.271,10.9,2.5,13.4,0.1
5,1997-98,28.0,CLE,NBA,SG,29.0,272.0,10.0,0.508,0.543,0.186,2.7,13.8,8.3,5.4,3.1,1.4,13.7,14.9,0.0,0.5,0.5,0.092,-2.1,2.2,0.1,0.1
6,Career,,,NBA,,63.0,534.0,10.3,0.481,0.415,0.159,2.9,10.7,6.8,9.3,2.4,1.1,11.7,18.2,-0.1,0.7,0.6,0.058,-2.1,0.9,-1.2,0.1
7,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,CLE,NBA,,48.0,349.0,9.7,0.489,0.532,0.149,3.2,14.5,8.9,8.3,2.8,1.3,15.2,16.0,-0.1,0.6,0.5,0.072,-2.5,1.9,-0.6,0.1
9,1 season,,GSW,NBA,,10.0,139.0,11.0,0.447,0.323,0.154,3.0,4.7,3.8,12.0,1.9,0.5,8.0,23.7,0.0,0.1,0.1,0.019,-1.9,-0.7,-2.6,0.0
10,1 season,,ORL,NBA,,4.0,15.0,27.8,0.765,0.0,0.4,0.0,0.0,0.0,15.4,0.0,4.8,0.0,18.0,0.1,0.0,0.1,0.271,10.9,2.5,13.4,0.1
11,1 season,,SAC,NBA,,1.0,31.0,6.4,0.466,0.167,0.167,0.0,0.0,0.0,4.7,1.6,0.0,7.2,18.7,0.0,0.0,0.0,-0.027,-5.1,-3.4,-8.6,-0.1
