,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Avery Bradley,SG,6-3,180,"November 26, 1990",United States,5,Texas
1,63,Coty Clarke,SF,6-7,232,"July 4, 1992",United States,R,Arkansas
2,99,Jae Crowder,SF,6-6,235,"July 6, 1990",United States,3,Marquette
3,30,John Holland,SF,6-5,205,"November 6, 1988",United States,R,Boston University
4,28,RJ Hunter,SG,6-5,185,"October 24, 1993",United States,R,Georgia State University
5,8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",Sweden,5,
6,90,Amir Johnson,PF,6-9,240,"May 1, 1987",United States,10,
7,42,David Lee,PF,6-9,245,"April 29, 1983",United States,10,Florida
8,55,Jordan Mickey,PF,6-8,235,"July 9, 1994",United States,R,LSU
9,41,Kelly Olynyk,C,6-11,240,"April 19, 1991",Canada,2,Gonzaga
10,12,Terry Rozier,PG,6-1,190,"March 17, 1994",United States,R,Louisville
11,36,Marcus Smart,PG,6-3,220,"March 6, 1994",United States,1,Oklahoma State
12,7,Jared Sullinger,PF,6-9,260,"March 4, 1992",United States,3,Ohio State
13,4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",United States,4,Washington
14,11,Evan Turner,SG,6-6,220,"October 27, 1988",United States,5,Ohio State
15,13,James Young,SG,6-6,215,"August 16, 1995",United States,1,Kentucky
16,44,Tyler Zeller,C,7-0,253,"January 17, 1990",United States,3,UNC
