,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Lou Amundson,PF,6-9,220,"December 7, 1982",United States,R,UNLV
1,55,Rafael Araujo,C,6-11,280,"August 12, 1980",Brazil,2,BYU
2,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,4,Duke
3,9,Ronnie Brewer,SG,6-7,220,"March 20, 1985",United States,R,Arkansas
4,11,Dee Brown,PG,6-0,185,"August 17, 1984",United States,R,Illinois
5,31,Jarron Collins,C,6-11,255,"December 2, 1978",United States,5,Stanford
6,2,Derek Fisher,SG,6-1,200,"August 9, 1974",United States,10,Little Rock
7,10,Gordan Giricek,SG,6-6,210,"June 20, 1977",Croatia,4,
8,15,Matt Harpring,SF,6-7,231,"May 31, 1976",United States,8,Georgia Tech
9,47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",Russia,5,
10,34,CJ Miles,SG,6-6,220,"March 18, 1987",United States,1,
11,24,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,R,Louisiana Tech
12,13,Mehmet Okur,C,6-11,249,"May 26, 1979",Turkey,4,
13,43,Roger Powell,SF,6-6,235,"January 15, 1983",United States,R,Illinois
14,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,1,Illinois
