,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2020-21,19.0,CHI,NBA,PF,71,1983,10.5,0.562,0.261,0.237,3.7,14.4,9.1,6.7,1.6,2.0,14.4,14.9,0.3,2.2,2.5,0.06,-2.7,0.0,-2.7,-0.3
1,Career,,,NBA,,71,1983,10.5,0.562,0.261,0.237,3.7,14.4,9.1,6.7,1.6,2.0,14.4,14.9,0.3,2.2,2.5,0.06,-2.7,0.0,-2.7,-0.3
