,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,3,Duke
1,23,Devin Brown,SG,6-5,220,"December 30, 1978",United States,3,Texas-San Antonio
2,31,Jarron Collins,C,6-11,255,"December 2, 1978",United States,4,Stanford
3,10,Gordan Giricek,SG,6-6,210,"June 20, 1977",Croatia,3,
4,15,Matt Harpring,SF,6-7,231,"May 31, 1976",United States,7,Georgia Tech
5,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,1,Minnesota
6,47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",Russia,4,
7,25,Keith McLeod,PG,6-2,188,"November 5, 1979",United States,2,Bowling Green
8,34,CJ Miles,PG,6-6,220,"March 18, 1987",United States,R,
9,13,Mehmet Okur,PF,6-11,249,"May 26, 1979",Turkey,3,
10,0,Greg Ostertag,C,7-2,280,"March 6, 1973",United States,10,Kansas
11,30,Andre Owens,PG,6-4,200,"October 31, 1980",United States,R,"Indiana, Houston"
12,3,Milt Palacio,PG,6-3,195,"February 7, 1978",United States,6,"Midland College, Colorado State"
13,54,Robert Whaley,C,6-10,260,"April 16, 1982",United States,R,"Barton County Community College, Cincinnati, Walsh University"
14,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,R,Illinois
