Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
329,Jaylen Nowell,SG,22,MIN,11,0,5.8,1.1,3.0,.364,0.1,0.7,.125,1.0,2.3,.440,.379,0.2,0.2,1.000,0.3,0.6,0.9,0.8,0.3,0.3,0.1,0.3,2.5,64,14.3,.398,.242,.061,4.7,11.9,8.1,22.6,2.3,4.4,2.9,22.7,,0.0,0.1,0.1,.066,,-1.7,0.0,-1.7,0.0
330,Frank Ntilikina,PG,23,DAL,16,0,14.1,1.8,4.8,.364,0.9,2.6,.366,0.8,2.3,.361,.461,0.8,0.8,1.000,0.2,1.7,1.9,1.4,0.8,0.2,0.7,1.1,5.2,225,11.8,.504,.532,.156,1.4,13.6,7.2,14.3,2.6,1.2,11.8,18.4,,0.0,0.3,0.3,.060,,-2.3,0.6,-1.7,0.0
331,Jusuf Nurkic,C,27,POR,24,24,24.5,4.8,8.3,.586,0.2,0.8,.222,4.7,7.5,.622,.596,2.8,3.7,.764,2.6,7.8,10.4,2.3,1.2,0.5,1.8,2.8,12.7,587,23.7,.641,.091,.449,11.4,35.8,23.3,14.4,2.3,2.1,15.6,20.8,,1.7,0.7,2.4,.197,,2.0,0.8,2.8,0.7
332,David Nwaba,SF,29,HOU,15,0,11.7,1.5,3.5,.442,0.1,0.9,.077,1.5,2.6,.564,.452,0.9,1.5,.636,0.5,2.5,3.1,0.7,0.7,0.3,0.5,1.0,4.1,176,12.7,.494,.250,.423,4.9,22.6,13.8,8.7,2.7,2.1,11.5,16.7,,0.0,0.3,0.3,.070,,-3.3,0.6,-2.7,0.0
333,Jordan Nwora,SF,23,MIL,21,0,17.7,2.6,6.6,.396,1.2,3.4,.361,1.4,3.2,.433,.489,0.5,0.6,.846,0.5,2.7,3.2,1.1,0.2,0.4,1.2,1.0,7.0,372,9.7,.508,.518,.094,3.1,15.4,9.5,9.4,0.6,2.3,14.7,19.6,,-0.2,0.4,0.2,.029,,-2.0,-2.1,-4.1,-0.2
334,Royce O'Neale,SF,28,UTA,21,21,31.4,2.9,6.0,.484,1.6,4.1,.391,1.3,1.9,.692,.619,0.6,0.8,.706,1.0,4.0,5.0,2.2,1.5,0.7,1.2,2.3,8.0,659,12.1,.629,.690,.135,3.7,13.4,8.8,9.4,2.4,1.9,16.3,10.5,,0.9,0.9,1.8,.129,,-0.2,2.3,2.1,0.7
335,Semi Ojeleye,PF,27,MIL,11,0,19.8,1.1,4.3,.255,0.5,2.5,.214,0.5,1.7,.316,.319,0.3,0.5,.600,1.9,1.7,3.6,0.4,0.4,0.5,0.5,1.5,3.0,218,4.7,.335,.596,.106,10.2,8.8,9.5,2.4,0.9,2.2,9.2,10.7,,-0.2,0.2,0.0,.008,,-4.8,-2.4,-7.2,-0.3
336,Chuma Okeke,PF,23,ORL,18,0,21.1,2.6,6.8,.385,0.7,3.1,.232,1.9,3.7,.515,.439,1.1,1.3,.870,0.7,3.6,4.2,1.2,0.7,0.2,0.8,1.3,7.1,379,9.9,.481,.459,.189,3.3,17.8,10.5,8.6,1.5,1.0,10.2,16.7,,-0.1,0.3,0.2,.022,,-2.9,-0.8,-3.7,-0.2
337,Josh Okogie,SG,23,MIN,15,5,16.1,0.9,2.8,.333,0.2,1.1,.188,0.7,1.7,.423,.369,0.7,1.3,.500,1.0,1.5,2.5,1.1,0.7,0.3,0.5,1.6,2.7,242,7.1,.404,.381,.476,6.2,9.9,8.0,8.8,2.2,2.0,13.6,10.1,,-0.1,0.3,0.2,.045,,-4.7,0.4,-4.4,-0.1
338,Isaac Okoro,SF,21,CLE,17,13,29.4,2.8,7.4,.376,0.7,3.1,.231,2.1,4.3,.479,.424,1.5,2.1,.743,1.5,2.6,4.1,1.9,0.9,0.3,1.1,2.4,7.8,500,8.3,.470,.416,.280,5.5,9.6,7.6,9.3,1.5,0.9,11.9,13.9,,0.1,0.6,0.6,.060,,-3.3,0.1,-3.3,-0.2
339,KZ Okpala,PF,22,MIA,11,0,6.4,0.5,1.7,.263,0.1,0.9,.100,0.4,0.8,.444,.289,0.5,0.7,.750,0.5,0.7,1.2,0.4,0.1,0.1,0.0,0.5,1.5,70,7.7,.377,.526,.421,8.1,12.7,10.4,7.7,0.7,1.6,0.0,14.2,,0.0,0.1,0.1,.051,,-4.2,-1.9,-6.1,-0.1
340,Kelly Olynyk,C,30,DET,10,1,23.0,4.5,9.8,.459,1.4,4.1,.341,3.1,5.7,.544,.531,2.1,3.5,.600,1.3,4.0,5.3,2.3,1.4,0.7,1.5,2.7,12.5,230,18.8,.551,.418,.357,5.7,20.5,12.5,18.5,3.0,2.8,11.7,24.0,,0.2,0.3,0.5,.114,,0.9,1.6,2.5,0.3
341,Eugene Omoruyi,SF,24,DAL,4,0,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,1.0,.500,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8,18,17.6,.518,.400,.800,11.4,31.5,20.9,16.0,0.0,0.0,0.0,16.7,,0.1,0.0,0.1,.190,,1.2,0.9,2.1,0.0
342,Miye Oni,SG,24,UTA,10,0,3.0,0.1,0.5,.200,0.0,0.4,.000,0.1,0.1,1.000,.200,0.0,0.1,.000,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.2,30,-2.3,.184,.800,.200,0.0,13.8,7.3,12.3,0.0,0.0,15.5,9.3,,-0.1,0.0,-0.1,-0.083,,-10.1,-1.6,-11.7,-0.1
343,Cedi Osman,SF,26,CLE,18,0,22.1,4.1,8.6,.474,2.5,5.8,.429,1.6,2.7,.571,.620,1.0,1.4,.692,0.3,2.7,3.0,1.7,0.8,0.2,0.9,1.6,11.6,398,17.1,.632,.682,.169,1.7,12.9,7.4,12.5,1.7,0.9,9.3,20.0,,0.8,0.5,1.4,.165,,3.0,0.9,3.9,0.6
344,Kelly Oubre Jr,SF,26,CHO,25,6,27.8,5.9,12.8,.461,2.8,7.2,.389,3.1,5.6,.554,.571,1.2,2.0,.633,1.2,2.7,3.9,1.0,0.9,0.3,0.9,2.6,15.8,695,15.7,.580,.564,.154,4.4,10.5,7.3,5.4,1.5,0.9,6.3,22.1,,1.1,0.1,1.2,.083,,1.1,-2.5,-1.4,0.1
345,Kevin Pangos,PG,29,CLE,8,0,3.0,0.1,0.4,.333,0.1,0.3,.500,0.0,0.1,.000,.500,0.1,0.3,.500,0.1,0.0,0.1,0.4,0.1,0.0,0.4,0.3,0.5,24,3.1,.515,.667,.667,4.6,0.0,2.3,16.4,2.1,0.0,43.6,12.5,,0.0,0.0,0.0,-0.037,,-4.1,-0.3,-4.3,0.0
346,Jabari Parker,PF,26,BOS,8,0,9.9,1.6,3.0,.542,0.6,1.1,.556,1.0,1.9,.533,.646,0.8,0.8,1.000,0.4,1.8,2.1,0.5,0.4,0.1,0.6,1.4,4.6,79,16.6,.694,.375,.250,4.0,19.1,11.5,8.0,1.9,1.2,15.8,17.6,,0.2,0.1,0.3,.167,,-0.4,0.9,0.6,0.1
347,Eric Paschall,PF,25,UTA,19,0,12.1,1.3,3.0,.421,0.5,1.9,.278,0.7,1.1,.667,.509,0.6,0.9,.706,0.7,1.3,2.0,0.7,0.1,0.2,0.5,0.8,3.7,230,9.9,.543,.632,.298,6.6,11.3,9.0,8.2,0.4,1.1,13.4,14.1,,0.2,0.2,0.4,.084,,-1.3,-0.9,-2.3,0.0
348,Chris Paul,PG,36,PHO,23,23,32.3,5.0,10.5,.479,1.0,3.0,.338,4.0,7.6,.534,.527,3.2,3.8,.841,0.3,3.7,4.0,10.1,2.0,0.3,2.4,2.0,14.3,743,21.4,.586,.281,.364,0.9,11.8,6.5,43.4,3.0,0.7,16.4,19.6,,2.2,1.2,3.4,.221,,2.6,1.5,4.1,1.2
349,Cameron Payne,PG,27,PHO,18,0,18.2,3.4,9.2,.376,1.1,3.5,.317,2.3,5.7,.412,.436,1.8,2.2,.825,0.4,2.4,2.8,2.9,0.6,0.3,1.7,1.7,9.8,328,12.8,.485,.382,.242,2.3,13.6,8.2,23.0,1.5,1.6,14.1,28.2,,-0.2,0.4,0.2,.031,,-2.2,-0.9,-3.1,-0.1
350,Elfrid Payton,PG,27,PHO,9,0,11.6,2.0,4.2,.474,0.0,0.1,.000,2.0,4.1,.486,.474,0.4,0.9,.500,0.6,1.7,2.2,2.4,0.6,0.0,0.9,0.9,4.4,104,14.5,.482,.026,.211,5.2,14.7,10.1,30.0,2.3,0.0,16.2,20.7,,0.0,0.2,0.2,.087,,-2.1,-0.4,-2.5,0.0
351,Gary Payton II,PG,29,GSW,22,1,14.6,2.7,4.0,.682,0.5,1.4,.400,2.2,2.6,.828,.750,0.9,1.3,.655,1.1,2.1,3.2,0.8,1.4,0.1,0.5,1.7,6.9,321,22.4,.749,.341,.330,8.5,14.8,11.8,7.9,4.7,0.9,10.6,15.1,,1.1,0.8,1.9,.282,,1.8,4.5,6.3,0.7
352,Jamorko Pickett,PF,24,DET,3,0,3.0,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,9,8.5,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.6,,0.0,0.0,0.0,-0.030,,-0.6,-3.2,-3.8,0.0
353,Mason Plumlee,C,31,CHO,20,20,26.2,3.0,5.0,.596,0.0,0.0,,3.0,5.0,.596,.596,0.9,2.6,.346,2.6,4.7,7.3,2.8,0.9,1.0,1.2,3.0,6.8,523,14.2,.558,.000,.525,9.9,19.5,14.6,13.7,1.5,3.6,16.5,11.8,,0.8,0.4,1.1,.103,,-1.3,0.7,-0.6,0.2
354,Jakob Poeltl,C,26,SAS,14,13,28.9,5.7,9.2,.620,0.0,0.0,,5.7,9.2,.620,.620,0.7,2.2,.323,4.3,5.0,9.3,2.2,0.6,1.6,1.4,2.8,12.1,405,20.0,.596,.000,.240,15.5,18.4,16.9,11.0,0.9,4.9,12.3,17.2,,0.9,0.5,1.4,.168,,0.4,-0.7,-0.3,0.2
355,Aleksej Pokusevski,PF,20,OKC,22,0,14.7,2.0,5.6,.347,0.5,2.5,.185,1.5,3.2,.471,.387,0.2,0.4,.625,1.0,3.0,4.0,1.3,0.4,0.5,1.2,1.2,4.6,324,7.9,.396,.435,.065,7.1,21.3,14.0,14.0,1.4,3.0,17.5,20.5,,-0.8,0.4,-0.4,-0.065,,-5.2,-1.1,-6.3,-0.4
356,Yves Pons,F,22,MEM,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,.000,.000,.000,35.1,0.0,17.7,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,-0.187,,-4.3,-5.8,-10.0,0.0
357,Jordan Poole,SG,22,GSW,23,23,30.2,6.6,14.3,.460,2.8,8.0,.353,3.7,6.3,.597,.559,2.2,2.4,.911,0.3,2.7,3.0,3.4,1.0,0.2,2.6,3.0,18.2,694,15.2,.593,.561,.171,1.3,9.2,5.5,17.6,1.7,0.7,14.3,25.5,,0.8,1.1,1.9,.131,,-0.3,-0.6,-0.9,0.2
358,Kevin Porter Jr,PG,21,HOU,19,19,30.2,4.4,12.2,.358,1.8,5.8,.309,2.6,6.4,.402,.431,2.3,3.7,.629,0.8,3.6,4.4,5.8,1.3,0.3,4.0,2.3,12.8,574,9.6,.464,.474,.302,3.0,12.4,7.7,29.8,2.1,1.0,22.4,24.9,,-1.0,0.5,-0.5,-0.043,,-3.5,-2.0,-5.4,-0.5
359,Michael Porter Jr,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,265,8.4,.416,.466,.087,3.8,21.0,12.4,9.3,1.9,0.7,10.1,20.2,,-0.4,0.3,-0.1,-0.022,,-4.3,-1.0,-5.3,-0.2
360,Otto Porter,PF,28,GSW,20,0,19.1,2.6,5.6,.464,1.7,4.0,.425,0.9,1.6,.563,.616,0.6,0.8,.750,0.8,4.0,4.8,1.1,0.9,0.4,0.7,1.4,7.5,381,15.8,.630,.714,.143,4.8,21.7,13.7,8.0,2.3,1.8,9.8,14.9,,0.7,0.8,1.5,.191,,1.4,1.4,2.8,0.5
361,Bobby Portis,C,26,MIL,19,15,28.0,5.8,12.2,.476,1.8,4.4,.417,3.9,7.7,.510,.552,1.8,2.3,.814,2.7,6.1,8.8,1.4,0.8,0.9,1.6,2.6,15.3,532,19.5,.580,.364,.186,10.4,22.0,16.3,7.8,1.4,3.2,11.0,22.6,,1.0,0.8,1.8,.166,,1.2,-0.6,0.6,0.4
362,Kristaps Porzingis,PF,26,DAL,15,15,30.3,7.1,15.5,.459,1.7,5.5,.301,5.5,10.0,.547,.513,3.7,4.3,.875,2.3,5.7,8.0,1.9,0.9,1.7,1.4,2.3,19.7,455,23.5,.565,.356,.275,7.9,21.2,14.2,11.2,1.4,4.9,7.4,27.5,,1.0,0.6,1.6,.173,,3.1,-0.8,2.3,0.5
363,Dwight Powell,C,30,DAL,22,19,19.8,2.3,4.0,.580,0.3,0.9,.368,2.0,3.1,.638,.619,1.1,1.6,.667,2.0,2.5,4.5,1.2,0.5,0.6,0.7,2.5,6.0,436,15.2,.640,.216,.409,10.1,14.3,12.1,8.7,1.4,2.6,12.6,12.1,,1.0,0.4,1.4,.159,,-0.9,-0.2,-1.1,0.1
364,Norman Powell,SF,28,POR,20,20,29.0,5.6,11.6,.481,1.9,4.4,.432,3.7,7.2,.510,.563,3.4,4.2,.819,0.4,2.1,2.4,1.7,0.9,0.4,1.1,2.0,16.4,580,17.3,.613,.381,.359,1.3,7.9,4.6,8.8,1.4,1.3,7.3,21.6,,1.4,0.1,1.5,.121,,1.6,-1.9,-0.2,0.3
365,Joshua Primo,SG,19,SAS,5,0,5.2,0.8,1.0,.800,0.6,0.8,.750,0.2,0.2,1.000,1.100,0.0,0.0,,0.2,0.4,0.6,0.4,0.0,0.0,0.0,0.4,2.2,26,19.6,1.100,.800,.000,4.0,8.2,6.1,10.4,0.0,0.0,0.0,8.2,,0.1,0.0,0.1,.247,,5.7,0.5,6.1,0.1
366,Taurean Prince,PF,27,MIN,21,5,15.2,1.4,4.0,.357,0.8,2.8,.276,0.7,1.2,.538,.452,0.6,0.8,.706,0.5,1.6,2.1,0.8,0.4,0.2,0.5,1.5,4.2,320,7.1,.481,.690,.202,3.1,11.6,7.2,7.0,1.2,1.5,10.7,13.3,,0.0,0.3,0.3,.047,,-3.6,-0.6,-4.2,-0.2
367,Payton Pritchard,SG,24,BOS,19,0,9.3,0.8,3.1,.271,0.6,2.1,.300,0.2,1.0,.211,.373,0.3,0.3,1.000,0.3,0.8,1.2,1.2,0.1,0.1,0.6,0.8,2.6,176,4.8,.400,.678,.085,3.6,9.8,6.7,18.4,0.3,1.1,16.4,18.3,,-0.3,0.1,-0.2,-0.041,,-4.7,-3.1,-7.8,-0.3
368,Immanuel Quickley,PG,22,NYK,23,1,20.7,3.1,8.0,.388,1.7,4.8,.355,1.4,3.2,.438,.495,1.5,1.7,.921,0.5,1.7,2.2,2.4,0.6,0.0,1.0,1.9,9.4,477,13.2,.541,.601,.208,2.4,8.9,5.7,18.1,1.4,0.0,10.3,20.5,,0.7,0.2,0.9,.087,,-0.7,-1.3,-2.0,0.0
369,Jahmi'us Ramsey,SG,20,SAC,7,0,6.6,0.7,2.0,.357,0.1,0.9,.167,0.6,1.1,.500,.393,0.3,0.6,.500,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.4,1.9,46,4.3,.412,.429,.286,0.0,0.0,0.0,6.0,0.0,1.8,0.0,14.6,,0.0,0.0,0.0,-0.036,,-4.5,-4.1,-8.6,-0.1
370,Julius Randle,PF,27,NYK,23,23,35.4,7.3,16.9,.434,1.7,5.3,.322,5.7,11.7,.485,.485,3.7,5.0,.746,1.9,8.1,10.0,5.3,0.7,0.7,3.3,2.8,20.1,814,17.9,.526,.311,.293,5.7,24.5,15.1,25.5,0.9,1.9,14.8,27.7,,0.7,0.8,1.5,.090,,1.4,-0.4,1.1,0.6
371,Austin Reaves,SG,23,LAL,13,0,19.0,1.8,3.9,.471,0.7,2.3,.300,1.2,1.6,.714,.559,0.7,0.8,.818,0.3,1.7,2.0,1.0,0.2,0.2,0.8,1.8,5.1,247,7.2,.591,.588,.216,1.7,9.3,5.5,7.0,0.6,0.7,15.2,11.4,,0.1,0.1,0.2,.047,,-4.0,-1.8,-5.8,-0.2
372,Cam Reddish,SF,22,ATL,21,0,22.5,4.0,9.6,.413,1.6,4.2,.382,2.3,5.3,.438,.498,2.0,2.2,.891,0.9,2.0,2.8,0.9,1.1,0.2,1.3,1.4,11.5,472,14.1,.545,.443,.229,4.2,9.2,6.7,5.9,2.4,0.8,11.2,23.1,,0.3,0.3,0.6,.062,,-0.6,-1.3,-1.9,0.0
373,Davon Reed,G,26,DEN,1,0,24.0,3.0,4.0,.750,3.0,3.0,1.000,0.0,1.0,.000,1.125,0.0,0.0,,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,9.0,24,24.2,1.125,.750,.000,0.0,4.6,2.3,23.7,4.2,3.9,20.0,9.4,,0.1,0.0,0.1,.292,,7.1,4.9,12.0,0.1
374,Paul Reed,C,22,PHI,14,2,9.8,1.3,2.5,.514,0.0,0.2,.000,1.3,2.3,.563,.514,0.0,0.0,,1.1,1.6,2.7,0.6,0.6,0.6,0.4,1.5,2.6,137,15.9,.514,.086,.000,12.7,17.6,15.1,8.6,3.3,5.9,14.6,13.5,,0.1,0.2,0.4,.130,,-2.4,0.7,-1.7,0.0
375,Naz Reid,C,22,MIN,21,1,16.9,3.5,7.0,.493,0.9,2.4,.353,2.6,4.6,.567,.554,1.4,1.9,.725,1.4,2.2,3.6,0.8,0.5,1.0,0.8,2.6,9.2,354,18.7,.583,.345,.270,8.2,14.4,11.2,7.5,1.5,5.4,8.8,21.4,,0.7,0.5,1.2,.167,,0.7,0.3,1.0,0.3
376,Nick Richards,C,24,CHO,20,2,8.5,1.3,2.0,.667,0.0,0.0,,1.3,2.0,.667,.667,0.6,0.7,.786,0.9,1.1,2.0,0.2,0.2,0.7,0.6,1.5,3.2,170,15.6,.698,.000,.359,10.8,14.1,12.4,3.2,1.1,7.1,21.0,14.2,,0.3,0.1,0.4,.115,,-2.9,-0.5,-3.4,-0.1
377,Josh Richardson,SG,28,BOS,18,0,24.6,3.4,7.4,.466,1.1,3.1,.345,2.4,4.3,.551,.538,1.2,1.4,.846,0.6,2.3,2.8,1.3,0.6,0.5,0.7,1.9,9.2,442,12.2,.571,.414,.195,2.4,10.0,6.2,7.9,1.2,2.0,8.3,15.7,,0.5,0.4,0.9,.101,,-1.2,-0.4,-1.6,0.1
378,Austin Rivers,SG,29,DEN,18,3,17.4,1.5,4.3,.346,0.7,2.7,.271,0.8,1.7,.467,.429,0.2,0.3,.500,0.4,1.1,1.4,0.8,0.5,0.1,0.6,1.2,3.9,314,4.8,.434,.615,.077,2.5,6.7,4.6,6.0,1.4,0.6,11.0,13.0,,-0.3,0.2,-0.1,-0.012,,-5.3,-0.9,-6.3,-0.3
379,Duncan Robinson,SG,27,MIA,24,24,28.4,3.8,10.4,.364,2.9,8.8,.330,0.9,1.6,.553,.504,0.5,0.6,.733,0.3,3.2,3.5,1.5,0.8,0.3,0.8,3.0,11.0,682,9.2,.512,.848,.060,1.3,12.4,6.9,7.6,1.4,1.0,6.9,17.9,,0.2,0.6,0.9,.060,,-1.3,-0.3,-1.5,0.1
380,Justin Robinson,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8,198,4.7,.415,.649,.035,1.1,5.6,3.4,14.3,2.0,0.0,16.0,14.9,,-0.2,0.2,0.0,-0.012,,-5.6,-1.8,-7.5,-0.3
381,Mitchell Robinson,C,23,NYK,20,20,25.5,2.8,3.7,.757,0.0,0.0,,2.8,3.7,.757,.757,1.3,2.1,.595,3.1,4.7,7.7,0.8,0.4,1.7,0.6,2.8,6.9,509,17.7,.741,.000,.568,12.7,19.5,16.1,4.3,0.8,6.3,11.5,9.0,,1.5,0.6,2.1,.195,,-0.3,0.2,-0.1,0.2
382,Jeremiah Robinson-Earl,C,21,OKC,22,15,22.1,2.7,6.4,.426,1.1,3.1,.348,1.6,3.3,.500,.511,0.5,0.8,.647,1.7,4.0,5.7,0.9,0.6,0.3,0.9,1.5,7.0,486,12.0,.522,.489,.121,7.8,18.9,13.2,6.5,1.3,1.4,11.3,14.8,,0.2,0.4,0.7,.065,,-1.7,-1.2,-2.9,-0.1
383,Isaiah Roby,PF,23,OKC,12,1,13.3,2.6,4.9,.525,0.4,1.3,.333,2.2,3.7,.591,.568,1.2,1.4,.824,1.0,1.8,2.8,0.8,0.3,0.4,0.7,1.3,6.8,160,18.5,.609,.254,.288,7.5,13.7,10.5,11.2,0.9,3.0,10.7,20.0,,0.3,0.1,0.5,.139,,0.6,-1.2,-0.6,0.1
384,Rajon Rondo,PG,35,LAL,14,0,14.9,1.4,4.5,.317,0.5,1.8,.280,0.9,2.7,.342,.373,0.0,0.0,,0.6,1.9,2.4,3.6,0.8,0.2,1.6,1.4,3.4,208,7.8,.373,.397,.000,4.1,13.0,8.6,32.0,2.5,1.3,26.7,17.6,,-0.4,0.2,-0.2,-0.035,,-4.5,-0.7,-5.2,-0.2
385,Derrick Rose,PG,33,NYK,20,1,23.8,4.8,10.5,.459,1.5,3.7,.392,3.4,6.8,.496,.529,1.3,1.4,.963,0.8,2.2,2.9,3.8,0.9,0.6,1.6,0.7,12.4,475,19.1,.559,.354,.129,3.4,9.7,6.5,26.9,1.8,2.4,12.3,23.2,,0.9,0.3,1.2,.123,,3.1,-0.6,2.5,0.5
386,Terrence Ross,SG,30,ORL,23,0,24.7,3.5,9.0,.388,1.3,4.5,.291,2.2,4.5,.485,.461,1.7,2.2,.800,0.2,1.8,2.0,2.0,0.5,0.2,1.5,1.2,10.0,568,9.0,.504,.500,.243,0.9,7.8,4.3,13.1,1.0,0.7,13.0,19.8,,-0.2,0.1,-0.1,-0.008,,-2.7,-2.6,-5.3,-0.5
387,Terry Rozier,SG,27,CHO,19,19,32.9,6.5,15.2,.429,2.6,7.4,.350,3.9,7.8,.503,.514,2.1,2.4,.870,0.6,2.9,3.5,3.6,1.3,0.5,1.4,1.4,17.7,626,16.4,.545,.484,.159,2.0,9.5,5.6,16.0,1.9,1.5,7.8,22.6,,0.9,0.2,1.0,.080,,1.5,-1.1,0.4,0.4
388,Ricky Rubio,PG,31,CLE,24,5,29.2,4.5,12.5,.363,1.9,5.5,.351,2.6,7.0,.373,.440,2.6,3.1,.838,0.4,3.6,4.0,6.1,1.2,0.2,2.8,2.2,13.6,701,13.3,.490,.437,.247,1.6,13.2,7.5,32.0,2.1,0.5,17.0,24.9,,0.0,1.0,1.0,.067,,-0.8,-0.5,-1.3,0.1
389,D'Angelo Russell,PG,25,MIN,21,21,32.7,6.6,17.2,.382,2.9,8.9,.323,3.7,8.3,.446,.465,3.0,3.6,.829,0.5,3.4,3.9,6.4,0.9,0.8,2.7,2.2,19.0,686,16.0,.506,.515,.211,1.5,11.3,6.1,32.4,1.3,2.2,12.4,27.3,,0.7,0.7,1.4,.098,,2.0,-1.0,1.0,0.5
390,Domantas Sabonis,C,25,IND,25,24,34.0,6.7,11.8,.564,0.8,2.7,.284,5.9,9.2,.646,.596,3.2,4.4,.743,3.2,8.9,12.1,4.0,1.1,0.3,3.2,3.4,17.4,850,20.8,.631,.226,.368,10.2,28.1,19.3,18.4,1.6,0.8,18.7,21.6,,1.9,1.2,3.1,.175,,2.2,0.6,2.8,1.0
391,Tomas Satoransky,SG,30,NOP,21,3,15.3,1.0,3.1,.338,0.1,0.7,.214,0.9,2.4,.373,.362,0.6,0.8,.750,0.6,1.5,2.1,2.0,0.3,0.0,0.7,1.3,2.8,322,6.4,.409,.215,.246,4.2,10.8,7.4,18.4,1.1,0.0,17.2,11.5,,-0.1,0.0,-0.1,-0.008,,-5.3,-1.5,-6.8,-0.4
392,Dennis Schroder,SG,28,BOS,23,14,33.3,6.5,14.5,.446,1.7,4.7,.358,4.8,9.8,.489,.504,3.2,3.6,.902,0.7,3.0,3.7,4.9,1.0,0.0,2.7,2.3,17.9,766,15.7,.555,.326,.246,2.2,9.8,6.0,24.1,1.4,0.1,14.3,24.8,,0.9,0.6,1.5,.094,,-0.2,-1.7,-1.8,0.0
393,Jay Scrubb,SG,21,LAC,7,0,6.9,1.6,3.7,.423,0.6,1.7,.333,1.0,2.0,.500,.500,0.1,0.3,.500,0.0,0.6,0.6,0.6,0.1,0.3,0.1,0.4,3.9,48,14.7,.502,.462,.077,0.0,8.6,4.4,14.4,1.0,3.6,3.6,25.3,,0.0,0.1,0.1,.068,,-1.6,-1.8,-3.3,0.0
394,Wayne Selden,SG,27,NYK,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.014,,-8.5,-3.0,-11.6,0.0
395,Alperen Sengun,C,19,HOU,22,2,18.0,2.9,5.9,.488,0.5,1.2,.370,2.4,4.6,.520,.527,2.5,3.5,.701,1.4,3.1,4.5,2.6,1.1,0.6,1.8,3.0,8.6,395,18.2,.583,.209,.597,8.4,18.3,13.4,23.4,2.9,3.3,19.7,21.7,,0.6,0.6,1.1,.139,,-0.5,2.1,1.6,0.4
396,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,316,11.9,.523,.298,.258,4.6,7.8,6.2,12.3,1.6,0.0,15.6,27.5,,-0.2,0.3,0.1,.018,,-3.0,-2.0,-5.1,-0.2
397,Landry Shamet,SG,24,PHO,22,2,19.5,2.5,6.4,.386,1.9,4.6,.406,0.6,1.8,.333,.532,0.9,1.0,.826,0.2,2.2,2.5,1.6,0.3,0.1,0.5,1.1,7.6,430,11.4,.560,.721,.164,1.3,11.6,6.6,11.1,0.7,0.4,6.8,16.3,,0.5,0.4,0.9,.104,,0.2,-1.1,-0.9,0.1
398,Day'Ron Sharpe,PF,20,BRK,8,0,4.5,1.1,2.1,.529,0.1,0.4,.333,1.0,1.8,.571,.559,0.3,0.6,.400,1.0,1.1,2.1,0.0,0.3,0.3,0.8,0.5,2.6,36,19.2,.547,.176,.294,24.4,25.3,24.8,0.0,2.7,4.9,23.8,30.8,,-0.1,0.1,0.0,.033,,-2.6,-2.0,-4.6,0.0
399,Pascal Siakam,PF,27,TOR,13,13,33.4,7.1,15.2,.467,1.2,3.7,.333,5.8,11.5,.510,.508,3.7,4.8,.762,1.9,5.2,7.1,3.7,0.7,0.8,2.2,3.5,19.1,434,19.0,.552,.244,.320,5.9,17.8,11.5,18.1,1.0,2.5,11.1,25.0,,0.9,0.3,1.2,.132,,2.1,-0.7,1.4,0.4
