,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2016-17,22.0,PHI,NBA,PF,81.0,36.0,26.3,4.7,11.4,0.411,1.3,4.2,0.311,3.4,7.2,0.469,0.468,2.1,2.7,0.782,1.4,5.0,6.3,2.2,0.7,0.4,2.3,2.0,12.8
1,2017-18,23.0,PHI,NBA,PF,78.0,73.0,29.6,5.2,11.4,0.453,2.0,5.1,0.393,3.2,6.3,0.501,0.541,2.3,2.7,0.86,2.0,4.7,6.7,2.6,0.7,0.3,1.9,2.1,14.6
2,2018-19,24.0,TOT,NBA,PF,81.0,41.0,25.0,3.8,8.6,0.437,1.5,4.0,0.365,2.3,4.6,0.499,0.522,1.6,1.9,0.88,1.6,4.1,5.6,1.6,0.6,0.1,1.2,2.2,10.6
3,2018-19,24.0,PHI,NBA,PF,13.0,13.0,30.5,3.7,10.2,0.364,1.6,5.4,0.3,2.1,4.8,0.435,0.443,2.1,2.3,0.9,1.6,5.0,6.6,2.0,0.3,0.2,1.9,3.0,11.1
4,2018-19,24.0,MIN,NBA,PF,68.0,28.0,23.9,3.8,8.3,0.454,1.4,3.7,0.383,2.3,4.6,0.511,0.54,1.5,1.8,0.875,1.5,3.9,5.5,1.5,0.6,0.1,1.1,2.1,10.5
5,2019-20,25.0,PHO,NBA,PF,66.0,51.0,24.7,3.9,8.2,0.476,1.3,3.6,0.357,2.6,4.6,0.568,0.554,1.6,1.9,0.844,1.5,4.6,6.2,1.9,0.6,0.2,1.3,2.4,10.7
6,2020-21,26.0,PHO,NBA,C,50.0,4.0,17.4,3.1,6.8,0.447,0.9,2.7,0.348,2.1,4.1,0.512,0.516,1.7,2.0,0.848,0.9,2.9,3.8,1.3,0.6,0.1,1.1,1.9,8.7
7,Career,,,NBA,,356.0,205.0,25.2,4.2,9.5,0.441,1.4,4.0,0.357,2.8,5.5,0.503,0.517,1.9,2.3,0.838,1.5,4.3,5.9,2.0,0.6,0.2,1.6,2.1,11.7
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3 seasons,,PHI,NBA,,172.0,122.0,28.1,4.8,11.3,0.427,1.7,4.7,0.351,3.2,6.6,0.481,0.5,2.2,2.7,0.825,1.7,4.8,6.5,2.4,0.7,0.3,2.1,2.1,13.5
10,2 seasons,,PHO,NBA,,116.0,55.0,21.6,3.5,7.6,0.465,1.1,3.2,0.354,2.4,4.4,0.545,0.539,1.7,2.0,0.846,1.3,3.9,5.1,1.6,0.6,0.2,1.3,2.2,9.8
11,1 season,,MIN,NBA,,68.0,28.0,23.9,3.8,8.3,0.454,1.4,3.7,0.383,2.3,4.6,0.511,0.54,1.5,1.8,0.875,1.5,3.9,5.5,1.5,0.6,0.1,1.1,2.1,10.5
