,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,6,UCLA
1,11,Glen Davis,PF,6-9,289,"January 1, 1986",United States,6,LSU
2,3,Dewayne Dedmon,C,7-0,245,"August 12, 1989",United States,R,USC
3,21,Maurice Harkless,SF,6-7,220,"May 11, 1993",United States,1,St. John's
4,12,Tobias Harris,PF,6-8,226,"July 15, 1992",United States,2,Tennessee
5,22,Solomon Jones,PF,6-10,230,"July 16, 1984",United States,7,South Florida
6,1,Doron Lamb,SG,6-4,210,"November 6, 1991",United States,1,Kentucky
7,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",United States,8,Cincinnati
8,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",United States,2,Purdue
9,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,9,Saint Joseph's
10,44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",Canada,1,St. Bonaventure
11,2,Kyle O'Quinn,C,6-9,250,"March 26, 1990",United States,1,Norfolk State
12,5,Victor Oladipo,PG,6-4,213,"May 4, 1992",United States,R,Indiana
13,10,Ronnie Price,SG,6-2,190,"June 21, 1983",United States,8,"Nicholls State, Utah Valley"
14,8,Adonis Thomas,SF,6-7,200,"March 25, 1993",United States,R,Memphis
15,9,Nikola Vucevic,C,6-11,260,"October 24, 1990",Switzerland,2,USC
