,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2017-18,23.0,LAC,NBA,SG,73.0,17.0,15.8,1.4,3.2,0.429,0.3,0.8,0.377,1.1,2.4,0.448,0.479,0.8,1.2,0.67,0.5,1.5,1.9,0.9,0.7,0.3,0.7,1.7,3.9
1,2018-19,24.0,LAC,NBA,SG,64.0,1.0,4.9,0.3,0.8,0.347,0.0,0.2,0.2,0.2,0.5,0.412,0.378,0.4,0.5,0.735,0.1,0.6,0.7,0.3,0.2,0.1,0.3,0.6,1.0
2,2019-20,25.0,NOP,NBA,SF,2.0,0.0,17.5,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.571,0.636,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,8.0
3,2020-21,26.0,TOT,NBA,SG,21.0,1.0,10.3,0.7,2.2,0.326,0.3,1.1,0.304,0.4,1.1,0.348,0.402,0.2,0.4,0.5,0.1,0.7,0.9,1.0,0.6,0.1,0.3,0.7,2.0
4,2020-21,26.0,NOP,NBA,SG,14.0,1.0,5.2,0.5,1.5,0.333,0.2,0.6,0.333,0.3,0.9,0.333,0.405,0.0,0.1,0.0,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2
5,2020-21,26.0,ORL,NBA,SG,7.0,0.0,20.6,1.1,3.6,0.32,0.6,2.0,0.286,0.6,1.6,0.364,0.4,0.6,0.9,0.667,0.3,1.6,1.9,2.4,1.1,0.1,0.4,1.7,3.4
6,Career,,,NBA,,160.0,19.0,10.8,0.9,2.1,0.407,0.2,0.6,0.34,0.6,1.5,0.436,0.459,0.6,0.8,0.672,0.3,1.0,1.3,0.7,0.5,0.2,0.5,1.1,2.5
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,LAC,NBA,,137.0,18.0,10.7,0.9,2.1,0.415,0.2,0.6,0.342,0.7,1.5,0.442,0.461,0.6,0.9,0.689,0.3,1.1,1.3,0.6,0.5,0.2,0.5,1.2,2.5
9,2 seasons,,NOP,NBA,,16.0,1.0,6.8,0.8,2.0,0.406,0.3,0.8,0.385,0.5,1.2,0.421,0.484,0.1,0.4,0.333,0.1,0.5,0.6,0.5,0.4,0.1,0.4,0.3,2.1
10,1 season,,ORL,NBA,,7.0,0.0,20.6,1.1,3.6,0.32,0.6,2.0,0.286,0.6,1.6,0.364,0.4,0.6,0.9,0.667,0.3,1.6,1.9,2.4,1.1,0.1,0.4,1.7,3.4
