,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19730,2938,6424,0.457,594,1610,0.369,2344,4814,0.487,1350,1774,0.761,771,2612,3383,1718,521,337,1035,1537,7820
1,Team/G,,240.6,35.8,78.3,0.457,7.2,19.6,0.369,28.6,58.7,0.487,16.5,21.6,0.761,9.4,31.9,41.3,21.0,6.4,4.1,12.6,18.7,95.4
2,Lg Rank,,25,25,28,14.0,9,10,11.0,28,28,13.0,26,27,15.0,27,10,23,21,24,24,4,2,27
3,Year/Year,,-0.3%,-2.0%,1.5%,-0.017,-0.2%,3.1%,-0.012,-2.5%,1.0%,-0.017,-9.2%,-10.4%,0.011,1.3%,1.4%,1.3%,-5.3%,-11.2%,-19.2%,-9.0%,-3.2%,-3.2%
4,Opponent,82.0,19730,2857,6431,0.444,420,1227,0.342,2437,5204,0.468,1293,1710,0.756,776,2527,3303,1490,566,361,1058,1625,7427
5,Opponent/G,,240.6,34.8,78.4,0.444,5.1,15.0,0.342,29.7,63.5,0.468,15.8,20.9,0.756,9.5,30.8,40.3,18.2,6.9,4.4,12.9,19.8,90.6
6,Lg Rank,,25,4,4,5.0,3,3,3.0,9,17,5.0,2,2,18.0,1,17,6,1,9,10,27,24,3
7,Year/Year,,-0.3%,-0.1%,-0.5%,0.002,14.1%,11.4%,0.008,-2.2%,-2.9%,0.004,-0.5%,-2.6%,0.016,-6.4%,6.2%,3.0%,5.2%,-2.4%,7.1%,-10.0%,-6.6%,0.5%
