Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2021-22,29.0,CLE,NBA,PG,6,18,0.5,0.515,0.667,0.667,6.1,0.0,3.0,7.5,0.0,0.0,34.0,14.2,0.0,0.0,0.0,-0.067,-5.2,-3.1,-8.4,0.0
Career,,,NBA,,6,18,0.5,0.515,0.667,0.667,6.1,0.0,3.0,7.5,0.0,0.0,34.0,14.2,0.0,0.0,0.0,-0.067,-5.2,-3.1,-8.4,0.0
