,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,43,39,43,39,0.59,-0.06,0.53,109.3,108.7,96.6,0.254,0.31,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,Capital One Arena,739302
1,Lg Rank,17,14,15,15,15.0,18.0,15.0,14.0,15.0,18.0,15.0,24.0,11.0,21.0,9.0,15.0,15.0,9.0,18.0,26.0,,14
