,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Alec Burks,SG,6-6,214,"July 20, 1991",United States,1,Colorado
1,3,DeMarre Carroll,SF,6-6,215,"July 27, 1986",United States,3,"Vanderbilt, Missouri"
2,40,Jeremy Evans,PF,6-9,200,"October 24, 1987",United States,2,Western Kentucky
3,15,Derrick Favors,PF,6-9,265,"July 15, 1991",United States,2,Georgia Tech
4,8,Randy Foye,SG,6-4,213,"September 24, 1983",United States,6,Villanova
5,20,Gordon Hayward,SF,6-7,225,"March 23, 1990",United States,2,Butler
6,25,Al Jefferson,C,6-10,289,"January 4, 1985",United States,8,
7,0,Enes Kanter,C,6-10,250,"May 20, 1992",Switzerland,1,
8,24,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,6,Louisiana Tech
9,55,Kevin Murphy,SG,6-5,185,"March 6, 1990",United States,R,Tennessee Technological University
10,6,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",United States,9,Iowa State
11,11,Earl Watson,PG,6-1,195,"June 12, 1979",United States,11,UCLA
12,2,Marvin Williams,SF,6-8,237,"June 19, 1986",United States,7,UNC
13,5,Mo Williams,PG,6-1,198,"December 19, 1982",United States,9,Alabama
