,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,54,Kwame Brown,C,6-11,270,"March 10, 1982",United States,4,
1,8,Kobe Bryant,SG,6-6,212,"August 23, 1978",United States,9,
2,17,Andrew Bynum,C,7-0,285,"October 27, 1987",United States,R,
3,43,Brian Cook,PF,6-9,234,"December 4, 1980",United States,2,Illinois
4,3,Devean George,SF,6-8,220,"August 29, 1977",United States,6,Augsburg College
5,11,Devin Green,SG,6-7,210,"October 25, 1982",United States,R,Hampton
6,24,Jim Jackson,SF,6-6,220,"October 14, 1970",United States,13,Ohio State
7,2,Aaron McKie,PG,6-5,209,"October 2, 1972",United States,11,Temple
8,14,Stanislav Medvedenko,PF,6-10,250,"April 4, 1979",Ukraine,5,
9,31,Chris Mihm,C,7-0,265,"July 16, 1979",United States,5,Texas
10,7,Lamar Odom,PF,6-10,220,"November 6, 1979",United States,6,Rhode Island
11,1,Smush Parker,PG,6-4,190,"June 1, 1981",United States,2,Fordham
12,9,Laron Profit,SG,6-5,204,"August 5, 1977",United States,3,Maryland
13,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,R,Gonzaga
14,18,Sasha Vujacic,PG,6-7,195,"March 8, 1984",Slovenia,1,
15,23,Von Wafer,SG,6-5,210,"July 21, 1985",United States,R,Florida State
16,4,Luke Walton,SF,6-8,235,"March 28, 1980",United States,2,Arizona
