,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,45,37,42,40,0.32,-0.33,-0.02,103.5,103.2,89.3,0.259,0.189,0.47,13.6,29.4,0.201,0.477,13.2,73.6,0.206,United Center,896944
1,Lg Rank,11,18,14,14,14.0,22.0,14.0,23.0,6.0,27.0,19.0,29.0,29.0,10.0,5.0,18.0,4.0,22.0,14.0,16.0,,1
