,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3022,6454,0.468,656,1670,0.393,2366,4784,0.495,1523,2012,0.757,886,2574,3460,1663,593,435,1045,1663,8223
1,Team/G,,241.2,36.9,78.7,0.468,8.0,20.4,0.393,28.9,58.3,0.495,18.6,24.5,0.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3
2,Lg Rank,,21,14,24,6.0,3,5,2.0,24,29,8.0,19,15,21.0,18,8,7,20,15,7,6,9,13
3,Year/Year,,-0.4%,2.9%,-3.6%,0.03,18.8%,8.2%,0.035,-0.8%,-7.2%,0.032,3.1%,-2.4%,0.04,-18.9%,0.4%,-5.3%,1.4%,2.4%,1.9%,-8.7%,-2.9%,4.0%
4,Opponent,82.0,19780,2775,6444,0.431,482,1447,0.333,2293,4997,0.459,1459,1895,0.77,878,2310,3188,1568,519,338,1137,1664,7491
5,Opponent/G,,241.2,33.8,78.6,0.431,5.9,17.6,0.333,28.0,60.9,0.459,17.8,23.1,0.77,10.7,28.2,38.9,19.1,6.3,4.1,13.9,20.3,91.4
6,Lg Rank,,21,2,10,2.0,5,12,1.0,4,10,3.0,11,9,15.0,13,4,4,4,4,6,18,20,1
7,Year/Year,,-0.4%,-5.6%,-0.3%,-0.024,-4.7%,2.0%,-0.023,-5.8%,-0.9%,-0.024,-5.7%,-8.5%,0.022,7.9%,-7.6%,-3.8%,-8.9%,-7.2%,-12.9%,4.1%,-0.1%,-5.6%
