,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Alex Abrines,SG,6-6,200,"August 1, 1993",Spain,2,
1,12,Steven Adams,C,6-11,265,"July 20, 1993",New Zealand,5,Pitt
2,30,Deonte Burton,SG,6-4,240,"January 31, 1994",United States,R,"Marquette, Iowa State"
3,34,Tyler Davis,C,6-10,266,"May 22, 1997",United States,R,Texas A&M
4,6,Hamidou Diallo,SG,6-5,202,"July 31, 1998",United States,R,Kentucky
5,8,Jawun Evans,PG,6-0,185,"July 26, 1996",United States,1,Oklahoma State
6,2,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,13,UNC
7,23,Terrance Ferguson,SG,6-6,190,"May 17, 1998",United States,1,
8,13,Paul George,SF,6-8,220,"May 2, 1990",United States,8,Fresno State
9,9,Jerami Grant,PF,6-8,210,"March 12, 1994",United States,4,Syracuse
10,15,Donte Grantham,SF,6-8,215,"March 19, 1995",United States,R,Clemson
11,7,Timothe Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",France,2,
12,5,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,7,Kansas
13,11,Abdel Nader,SF,6-5,225,"September 25, 1993",Egypt,1,"Northern Illinois, Iowa State"
14,3,Nerlens Noel,C,6-11,220,"April 10, 1994",United States,4,Kentucky
15,54,Patrick Patterson,PF,6-8,235,"March 14, 1989",United States,8,Kentucky
16,17,Dennis Schroder,PG,6-3,172,"September 15, 1993",Germany,5,
17,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,10,UCLA
