,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,33,49,37,45,-1.54,-0.05,-1.59,105.2,106.9,92.2,0.349,0.204,0.504,15.7,25.5,0.263,0.49,13.8,72.8,0.282,TD Banknorth Garden,692873
1,Lg Rank,24,6,19,19,19.0,18.0,20.0,19.0,20.0,8.0,9.0,17.0,4.0,29.0,23.0,8.0,16.0,13.0,14.0,27.0,,18
