,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Dwayne Bacon,SG,6-6,221,"August 30, 1995",United States,R,Florida State
1,5,Nicolas Batum,SG,6-8,230,"December 14, 1988",France,9,
2,10,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",United States,4,Syracuse
3,21,Treveon Graham,SG,6-5,219,"October 28, 1993",United States,1,VCU
4,41,Willy Hernangomez,C,6-11,250,"May 27, 1994",Spain,1,
5,12,Dwight Howard,C,6-10,265,"December 8, 1985",United States,13,
6,44,Frank Kaminsky,PF,7-0,240,"April 4, 1993",United States,2,Wisconsin
7,14,Michael Kidd-Gilchrist,SF,6-6,232,"September 26, 1993",United States,5,Kentucky
8,3,Jeremy Lamb,SG,6-5,180,"May 30, 1992",United States,5,UConn
9,9,Mangok Mathiang,C,6-10,230,"October 8, 1992",Australia,R,Louisville
10,1,Malik Monk,SG,6-3,200,"February 4, 1998",United States,R,Kentucky
11,8,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",United States,3,LSU
12,4,Marcus Paige,PG,6-1,175,"September 11, 1993",United States,R,UNC
13,32,Julyan Stone,SG,6-6,200,"December 7, 1988",United States,3,Texas-El Paso
14,15,Kemba Walker,PG,6-0,184,"May 8, 1990",United States,6,UConn
15,2,Marvin Williams,PF,6-8,237,"June 19, 1986",United States,12,UNC
16,40,Cody Zeller,C,6-11,240,"October 5, 1992",United States,4,Indiana
