,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Maurice Ager,SG,6-5,202,"February 9, 1984",United States,3,Michigan State
1,8,Michael Beasley,SF,6-9,235,"January 9, 1989",United States,2,Kansas State
2,22,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,3,Florida
3,19,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,1,UNC
4,10,Jonny Flynn,PG,6-0,185,"February 6, 1989",United States,1,Syracuse
5,1,Sundiata Gaines,PG,6-1,185,"April 18, 1986",United States,1,Georgia
6,32,Lazar Hayward,SF,6-6,225,"November 26, 1986",United States,R,Marquette
7,4,Wesley Johnson,SG,6-7,215,"July 11, 1987",United States,R,"Iowa State, Syracuse"
8,41,Kosta Koufos,C,7-0,245,"February 24, 1989",United States,2,Ohio State
9,42,Kevin Love,PF,6-8,251,"September 7, 1988",United States,2,UCLA
10,31,Darko Milicic,C,7-0,250,"June 20, 1985",Serbia,7,
11,14,Nikola Pekovic,C,6-11,307,"January 3, 1986",Montenegro,R,
12,15,Anthony Randolph,C,6-10,205,"July 15, 1989",Germany,2,LSU
13,13,Luke Ridnour,PG,6-2,175,"February 13, 1981",United States,7,Oregon
14,3,Sebastian Telfair,PG,6-0,165,"June 9, 1985",United States,6,
15,44,Anthony Tolliver,SF,6-8,240,"June 1, 1985",United States,2,Creighton
16,5,Martell Webster,SF,6-7,230,"December 4, 1986",United States,5,
