,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3032,6547,0.463,531,1464,0.363,2501,5083,0.492,1562,1982,0.788,755,2480,3235,1822,581,321,1104,1672,8157
1,Team/G,,240.9,37.0,79.8,0.463,6.5,17.9,0.363,30.5,62.0,0.492,19.0,24.2,0.788,9.2,30.2,39.5,22.2,7.1,3.9,13.5,20.4,99.5
2,Lg Rank,,27,10,13,11.0,9,11,9.0,15,20,10.0,17,23,5.0,29,14,27,10,19,25,2,5,11
3,Year/Year,,-1.0%,0.6%,-1.4%,0.009,-12.7%,-9.6%,-0.013,4.0%,1.3%,0.013,-5.5%,-5.1%,-0.003,-12.6%,8.2%,2.5%,14.4%,9.8%,18.0%,3.1%,-14.9%,-1.6%
4,Opponent,82.0,19755,3051,6593,0.463,533,1491,0.357,2518,5102,0.494,1441,1911,0.754,848,2641,3489,1742,489,317,1241,1786,8076
5,Opponent/G,,240.9,37.2,80.4,0.463,6.5,18.2,0.357,30.7,62.2,0.494,17.6,23.3,0.754,10.3,32.2,42.5,21.2,6.0,3.9,15.1,21.8,98.5
6,Lg Rank,,27,20,21,21.0,22,22,17.0,17,11,23.0,4,4,18.0,7,28,24,17,1,5,15,19,16
7,Year/Year,,-1.0%,-3.6%,2.2%,-0.028,4.9%,9.4%,-0.015,-5.2%,0.3%,-0.029,-15.0%,-15.7%,0.006,1.6%,4.0%,3.4%,-10.1%,-5.6%,-11.7%,6.5%,-2.6%,-5.3%
