Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,21.0,PHI,NBA,SF,69.0,19.0,17.2,2.1,5.2,0.402,0.7,2.3,0.311,1.4,2.9,0.475,0.471,1.5,1.8,0.854,0.4,1.8,2.2,1.1,0.5,0.1,1.1,2.2,6.4
2017-18,22.0,PHI,NBA,SF,52.0,7.0,15.5,1.9,5.1,0.375,1.0,3.0,0.335,0.9,2.1,0.431,0.474,0.9,1.1,0.793,0.3,1.1,1.4,1.0,0.2,0.1,0.7,1.9,5.8
2018-19,23.0,TOT,NBA,SF,50.0,7.0,13.4,1.6,4.4,0.376,0.7,2.3,0.31,0.9,2.0,0.451,0.459,0.6,0.8,0.756,0.2,1.7,1.9,0.5,0.4,0.2,0.4,1.5,4.6
2018-19,23.0,OKC,NBA,SF,21.0,1.0,5.9,0.6,2.0,0.302,0.2,1.0,0.227,0.4,1.0,0.381,0.36,0.2,0.3,0.667,0.2,0.7,0.9,0.2,0.2,0.0,0.2,0.7,1.7
2018-19,23.0,CHI,NBA,SF,29.0,6.0,18.8,2.4,6.0,0.394,1.1,3.2,0.33,1.3,2.8,0.469,0.483,0.9,1.2,0.771,0.2,2.5,2.7,0.8,0.5,0.2,0.6,2.0,6.8
2019-20,24.0,BRK,NBA,SF,47.0,2.0,18.1,2.5,5.7,0.435,1.3,3.4,0.388,1.2,2.3,0.505,0.55,1.5,1.7,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8
2020-21,25.0,BRK,NBA,SF,58.0,7.0,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2.0,0.47,0.471,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4
2021-22,26.0,ATL,NBA,SF,9.0,0.0,3.2,0.4,1.4,0.308,0.3,0.9,0.375,0.1,0.6,0.2,0.423,0.4,0.6,0.8,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.0,1.7
Career,,,NBA,,285.0,42.0,16.1,2.0,5.2,0.389,1.0,3.0,0.331,1.0,2.3,0.466,0.483,1.0,1.2,0.826,0.4,1.7,2.0,0.9,0.4,0.1,0.7,1.9,6.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHI,NBA,,121.0,26.0,16.5,2.0,5.2,0.39,0.9,2.6,0.323,1.2,2.6,0.46,0.472,1.2,1.5,0.834,0.3,1.5,1.8,1.1,0.4,0.1,0.9,2.1,6.1
2 seasons,,BRK,NBA,,105.0,9.0,18.1,2.4,6.0,0.395,1.3,3.8,0.343,1.0,2.2,0.487,0.505,1.0,1.2,0.839,0.5,1.9,2.4,0.9,0.5,0.1,0.8,2.0,7.0
1 season,,CHI,NBA,,29.0,6.0,18.8,2.4,6.0,0.394,1.1,3.2,0.33,1.3,2.8,0.469,0.483,0.9,1.2,0.771,0.2,2.5,2.7,0.8,0.5,0.2,0.6,2.0,6.8
1 season,,OKC,NBA,,21.0,1.0,5.9,0.6,2.0,0.302,0.2,1.0,0.227,0.4,1.0,0.381,0.36,0.2,0.3,0.667,0.2,0.7,0.9,0.2,0.2,0.0,0.2,0.7,1.7
1 season,,ATL,NBA,,9.0,0.0,3.2,0.4,1.4,0.308,0.3,0.9,0.375,0.1,0.6,0.2,0.423,0.4,0.6,0.8,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.0,1.7
