Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,21.0,TOR,NBA,SF,17,0,4.9,0.6,1.3,.500,0.0,0.0,,0.6,1.3,.500,.500,0.5,0.8,.571,0.6,0.7,1.4,0.2,0.1,0.0,0.4,0.7,1.8
2007-08,22.0,Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel)
2008-09,23.0,Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine),Did Not Play (other pro league—Ukraine)
2009-10,24.0,"Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)","Did Not Play (other pro league—Ukraine, Israel)"
2010-11,25.0,"Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)","Did Not Play (other pro league—Greece, Italy)"
2011-12,26.0,Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany)
2012-13,27.0,PHO,NBA,SG,79,45,24.2,2.7,5.6,.473,0.3,0.9,.314,2.4,4.7,.503,.498,0.8,1.1,.744,1.7,2.8,4.4,1.4,0.8,0.2,0.8,1.8,6.4
2013-14,28.0,PHO,NBA,SF,81,81,30.7,3.3,7.6,.431,0.9,2.4,.387,2.4,5.2,.450,.491,1.9,2.5,.776,2.0,4.5,6.5,1.7,1.4,0.3,1.3,2.5,9.4
2014-15,29.0,PHO,NBA,SF,78,63,30.6,3.3,7.6,.438,1.1,3.2,.345,2.2,4.4,.506,.511,1.3,1.8,.727,1.5,5.0,6.4,1.6,1.4,0.3,1.2,2.3,9.1
2015-16,30.0,PHO,NBA,SF,82,80,31.0,2.9,7.1,.411,0.8,2.5,.330,2.1,4.6,.455,.469,1.3,1.7,.746,2.0,4.2,6.2,2.2,1.3,0.2,1.4,2.5,8.0
