,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Chauncey Billups,SG,6-3,202,"September 25, 1976",United States,14,Colorado
1,12,Eric Bledsoe,PG,6-1,214,"December 9, 1989",United States,1,Kentucky
2,5,Caron Butler,SF,6-7,228,"March 13, 1980",United States,9,UConn
3,34,Brian Cook,PF,6-9,234,"December 4, 1980",United States,8,Illinois
4,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,9,Iowa
5,17,Courtney Fortson,PG,5-11,185,"May 23, 1988",United States,R,Arkansas
6,4,Randy Foye,SG,6-4,213,"September 24, 1983",United States,5,Villanova
7,15,Ryan Gomes,SF,6-7,250,"September 1, 1982",United States,6,Providence
8,32,Blake Griffin,PF,6-9,250,"March 16, 1989",United States,1,Oklahoma
9,21,Solomon Jones,PF,6-10,230,"July 16, 1984",United States,5,South Florida
10,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,3,Texas A&M
11,23,Travis Leslie,SG,6-4,205,"March 29, 1990",United States,R,Georgia
12,2,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,11,Cincinnati
13,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,6,Wake Forest
14,21,Bobby Simmons,SF,6-7,210,"June 2, 1980",United States,9,DePaul
15,33,Trey Thompkins,C,6-10,245,"May 20, 1990",United States,R,Georgia
16,25,Mo Williams,SG,6-1,198,"December 19, 1982",United States,8,Alabama
17,11,Nick Young,SG,6-7,210,"June 1, 1985",United States,4,USC
