,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,36,46,37,45,-1.5,0.48,-1.02,111.4,112.9,100.2,0.267,0.315,0.511,11.4,24.6,0.21,0.538,12.9,74.9,0.19,Target Center,627543
1,Lg Rank,21,10,22,22,22.0,3.0,20.0,11.0,24.0,14.0,9.0,26.0,25.0,3.0,7.0,7.0,25.0,10.0,27.0,9.0,,28
