,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19730,2791,6267,0.445,364,1042,0.349,2427,5225,0.464,1339,1944,0.689,886,2203,3089,1490,529,435,1205,1828,7285
1,Team/G,,240.6,34.0,76.4,0.445,4.4,12.7,0.349,29.6,63.7,0.464,16.3,23.7,0.689,10.8,26.9,37.7,18.2,6.5,5.3,14.7,22.3,88.8
2,Lg Rank,,29,25,25,23.0,23,23,17.0,22,15,26.0,28,27,30.0,18,30,30,28,26,10,21,10,30
3,Year/Year,,0.0%,-3.6%,-2.4%,-0.006,-13.3%,-10.2%,-0.013,-2.0%,-0.7%,-0.006,-5.0%,0.0%,-0.036,-8.7%,-8.4%,-8.4%,-13.5%,-9.3%,-20.0%,-7.9%,7.3%,-4.4%
4,Opponent,82.0,19730,3032,6472,0.468,498,1306,0.381,2534,5166,0.491,1498,1971,0.76,1029,2445,3474,1737,592,403,1060,1704,8060
5,Opponent/G,,240.6,37.0,78.9,0.468,6.1,15.9,0.381,30.9,63.0,0.491,18.3,24.0,0.76,12.5,29.8,42.4,21.2,7.2,4.9,12.9,20.8,98.3
6,Lg Rank,,29,21,16,26.0,20,13,30.0,20,14,22.0,7,7,28.0,30,17,26,19,17,18,29,29,18
7,Year/Year,,0.0%,-0.8%,-5.4%,0.022,13.2%,1.8%,0.038,-3.1%,-7.1%,0.02,7.2%,6.5%,0.005,-10.4%,5.8%,0.4%,-9.7%,-15.4%,-2.7%,-3.8%,2.0%,1.4%
