,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,43,39,42,40,0.49,0.47,0.96,107.7,107.1,92.3,0.28,0.316,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,FedEx Forum,677314
1,Lg Rank,11,19,12,12,13.0,5.0,11.0,19.0,7.0,28.0,11.0,13.0,28.0,7.0,9.0,11.0,7.0,5.0,8.0,29.0,,23
