,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,55,27,55,27,5.77,0.08,5.84,114.7,109.0,100.0,0.304,0.462,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,Toyota Center,695903
1,Lg Rank,3,28,3,3,3.0,12.0,3.0,2.0,18.0,3.0,2.0,1.0,3.0,24.0,10.0,2.0,21.0,11.0,21.0,8.0,,21
