,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,67,15,67,15,11.63,-0.28,11.35,115.6,104.0,99.8,0.259,0.359,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,Oracle Arena,803436
1,Lg Rank,1,30,1,1,1.0,22.0,1.0,1.0,2.0,4.0,20.0,6.0,1.0,22.0,18.0,21.0,1.0,8.0,29.0,11.0,,8
