,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,45,Cole Aldrich,C,6-11,250,"October 31, 1988",United States,6,Kansas
1,88,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",Serbia,1,
2,18,Omri Casspi,PF,6-9,225,"June 22, 1988",Israel,7,
3,5,Gorgui Dieng,PF,6-10,252,"January 18, 1990",Senegal,3,Louisville
4,3,Kris Dunn,PG,6-3,205,"March 18, 1994",United States,R,Providence
5,27,Jordan Hill,C,6-10,235,"July 27, 1987",United States,7,Arizona
6,1,Tyus Jones,PG,6-0,196,"May 10, 1996",United States,1,Duke
7,8,Zach LaVine,SG,6-5,200,"March 10, 1995",United States,2,UCLA
8,11,John Lucas III,PG,5-11,166,"November 21, 1982",United States,7,"Baylor, Oklahoma State"
9,15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",United States,3,UCLA
10,33,Adreian Payne,PF,6-10,237,"February 19, 1991",United States,2,Michigan State
11,9,Ricky Rubio,PG,6-3,190,"October 21, 1990",Spain,5,
12,4,Brandon Rush,SG,6-6,220,"July 7, 1985",United States,8,Kansas
13,7,Lance Stephenson,SG,6-6,230,"September 5, 1990",United States,6,Cincinnati
14,32,Karl-Anthony Towns,C,6-11,248,"November 15, 1995",United States,1,Kentucky
15,22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",Canada,2,Kansas
