,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",United States,6,Wake Forest
1,5,Pat Connaughton,SG,6-5,209,"January 6, 1993",United States,1,Notre Dame
2,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",United States,3,California
3,17,Ed Davis,PF,6-9,218,"June 5, 1989",United States,6,UNC
4,4,Maurice Harkless,SF,6-7,220,"May 11, 1993",United States,4,St. John's
5,10,Jake Layman,SF,6-8,209,"March 7, 1994",United States,R,Maryland
6,11,Meyers Leonard,PF,7-0,260,"February 27, 1992",United States,4,Illinois
7,0,Damian Lillard,PG,6-2,195,"July 15, 1990",United States,4,Weber State
8,3,CJ McCollum,SG,6-3,190,"September 19, 1991",United States,3,Lehigh
9,6,Shabazz Napier,PG,6-0,175,"July 14, 1991",United States,2,UConn
10,27,Jusuf Nurkic,C,6-11,290,"August 23, 1994",Bosnia & Herzegovina,2,
11,24,Mason Plumlee,C,6-11,254,"March 5, 1990",United States,3,Duke
12,55,Tim Quarterman,SG,6-6,195,"October 27, 1994",United States,R,LSU
13,1,Evan Turner,SF,6-6,220,"October 27, 1988",United States,6,Ohio State
14,21,Noah Vonleh,PF,6-10,257,"August 24, 1995",United States,2,Indiana
