,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,23,Justin Anderson,SF,6-6,230,"November 19, 1993",United States,1,Virginia
1,0,Jerryd Bayless,PG,6-3,200,"August 20, 1988",United States,8,Arizona
2,33,Robert Covington,SF,6-7,209,"December 14, 1990",United States,3,Tennessee State
3,21,Joel Embiid,C,7-0,280,"March 16, 1994",Cameroon,R,Kansas
4,39,Jerami Grant,PF,6-8,210,"March 12, 1994",United States,2,Syracuse
5,30,Justin Harper,PF,6-10,225,"August 30, 1989",United States,2,Richmond
6,12,Gerald Henderson,SG,6-5,215,"December 9, 1987",United States,7,Duke
7,22,Richaun Holmes,C,6-10,235,"October 15, 1993",United States,1,Bowling Green
8,7,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,8,
9,36,Shawn Long,C,6-9,255,"January 29, 1993",United States,R,Louisiana
10,20,Timothe Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",France,R,
11,1,TJ McConnell,PG,6-1,190,"March 25, 1992",United States,1,"Duquesne, Arizona"
12,4,Nerlens Noel,C,6-11,220,"April 10, 1994",United States,2,Kentucky
13,8,Jahlil Okafor,C,6-10,270,"December 15, 1995",United States,1,Duke
14,5,Alex Poythress,PF,6-9,235,"September 6, 1993",United States,R,Kentucky
15,5,Chasson Randle,PG,6-2,185,"February 5, 1993",United States,R,Stanford
16,14,Sergio Rodriguez,PG,6-3,176,"June 12, 1986",Spain,4,
17,9,Dario Saric,PF,6-10,225,"April 8, 1994",Croatia,R,
18,47,Tiago Splitter,C,6-11,245,"January 1, 1985",Brazil,6,
19,11,Nik Stauskas,SG,6-6,205,"October 7, 1993",Canada,2,Michigan
20,31,Hollis Thompson,SG,6-8,206,"April 3, 1991",United States,3,Georgetown
