,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2019-20,19.0,DET,NBA,PF,38,754,6.2,0.474,0.415,0.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,-0.8,0.5,-0.3,-0.02,-5.3,-1.4,-6.7,-0.9
1,2020-21,20.0,DET,NBA,PF,56,869,6.9,0.459,0.408,0.227,4.9,13.5,9.2,8.0,1.4,0.9,12.4,17.8,-0.9,0.7,-0.2,-0.012,-5.4,-1.7,-7.0,-1.1
2,Career,,,NBA,,94,1623,6.6,0.466,0.411,0.212,4.0,14.2,9.0,6.0,1.3,0.9,12.2,17.4,-1.7,1.2,-0.5,-0.016,-5.3,-1.6,-6.9,-2.0
