,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,13,Northeastern University
1,45,Ryan Broekhoff,SF,6-6,215,"August 23, 1990",Australia,1,Valparaiso
2,13,Jalen Brunson,PG,6-1,190,"August 31, 1996",United States,1,Villanova
3,32,Trey Burke,PG,6-0,185,"November 12, 1992",United States,6,Michigan
4,33,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",United States,4,Kentucky
5,3,Antonius Cleveland,SG,6-5,195,"February 2, 1994",United States,1,SE Missouri State
6,30,Seth Curry,SG,6-2,185,"August 23, 1990",United States,5,"Liberty, Duke"
7,77,Luka Doncic,PG,6-7,230,"February 28, 1999",Slovenia,1,
8,10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",United States,3,Florida
9,11,Tim Hardaway,SG,6-5,205,"March 16, 1992",United States,6,Michigan
10,44,Justin Jackson,PF,6-8,220,"March 28, 1995",United States,2,UNC
11,9,Michael Kidd-Gilchrist,PF,6-6,232,"September 26, 1993",United States,7,Kentucky
12,42,Maxi Kleber,PF,6-10,240,"January 29, 1992",Germany,2,
13,1,Courtney Lee,SG,6-5,215,"October 3, 1985",United States,11,Western Kentucky
14,51,Boban Marjanovic,C,7-4,290,"August 15, 1988",Serbia,4,
15,6,Kristaps Porzingis,C,7-3,240,"August 2, 1995",Latvia,3,
16,7,Dwight Powell,C,6-10,240,"July 20, 1991",Canada,5,Stanford
17,23,Josh Reaves,SF,6-4,214,"June 4, 1997",United States,R,Penn State
18,55,Delon Wright,PG,6-5,185,"April 26, 1992",United States,4,Utah
