,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,12,Texas
1,9,Avery Bradley,SG,6-3,180,"November 26, 1990",United States,10,Texas
2,7,Armoni Brooks,SG,6-3,195,"June 5, 1998",United States,R,Houston
3,0,Sterling Brown,SG,6-5,219,"February 10, 1995",United States,3,SMU
4,5,Bruno Caboclo,PF,6-9,218,"September 21, 1995",Brazil,6,
5,15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,9,Kentucky
6,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,12,Indiana
7,13,James Harden,SG,6-5,220,"August 26, 1989",United States,11,Arizona State
8,4,Danuel House,SF,6-6,220,"June 7, 1993",United States,4,Texas A&M
9,55,DaQuan Jeffries,SG,6-5,230,"August 30, 1997",United States,1,"Oral Roberts, Tulsa"
10,9,Mason Jones,SG,6-4,200,"July 21, 1998",United States,R,"Connors State College, Arkansas"
11,0,Rodions Kurucs,SF,6-9,228,"February 5, 1998",Latvia,2,
12,33,Anthony Lamb,SF,6-6,227,"January 20, 1998",United States,R,University of Vermont
13,6,Kenyon Martin,SF,6-6,215,"January 6, 2001",United States,R,
14,16,Ben McLemore,SG,6-3,195,"February 11, 1993",United States,7,Kansas
15,2,David Nwaba,SF,6-5,219,"January 14, 1993",United States,4,Cal Poly
16,7,Victor Oladipo,SG,6-4,213,"May 4, 1992",United States,7,Indiana
17,25,Cameron Oliver,SF,6-8,239,"July 11, 1996",United States,R,Nevada
18,41,Kelly Olynyk,PF,6-11,240,"April 19, 1991",Canada,7,Gonzaga
19,26,Justin Patton,C,6-11,241,"June 14, 1997",United States,3,Creighton
20,3,Kevin Porter,SG,6-4,203,"May 4, 2000",United States,1,USC
21,42,Cameron Reynolds,SF,6-7,225,"February 7, 1995",United States,1,Tulane
22,5,Ray Spalding,C,6-10,215,"March 11, 1997",United States,1,Louisville
23,8,Jae'Sean Tate,SF,6-4,230,"October 28, 1995",United States,R,Ohio State
24,33,Brodric Thomas,SG,6-5,185,"January 28, 1997",United States,R,Truman State University
25,20,Khyri Thomas,SG,6-3,210,"May 8, 1996",United States,2,Creighton
26,17,PJ Tucker,PF,6-5,245,"May 5, 1985",United States,9,Texas
27,1,John Wall,PG,6-3,210,"September 6, 1990",United States,9,Kentucky
28,0,DJ Wilson,PF,6-10,231,"February 19, 1996",United States,3,Michigan
29,35,Christian Wood,C,6-10,214,"September 27, 1995",United States,4,UNLV
