,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,19,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,10,"Boston University, Florida International University"
1,50,Marcus Cousin,C,6-11,245,"December 18, 1986",United States,R,"Seton Hall, Houston"
2,16,Francisco Elson,C,7-0,235,"February 28, 1976",Netherlands,7,California
3,40,Jeremy Evans,SF,6-9,200,"October 24, 1987",United States,R,Western Kentucky
4,15,Derrick Favors,PF,6-9,265,"July 15, 1991",United States,R,Georgia Tech
5,44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",Ukraine,3,
6,5,Devin Harris,PG,6-3,185,"February 27, 1983",United States,6,Wisconsin
7,20,Gordon Hayward,SF,6-7,225,"March 23, 1990",United States,R,Butler
8,25,Al Jefferson,C,6-10,289,"January 4, 1985",United States,6,
9,47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",Russia,9,
10,34,CJ Miles,SF,6-6,220,"March 18, 1987",United States,5,
11,24,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,4,Louisiana Tech
12,13,Mehmet Okur,C,6-11,249,"May 26, 1979",Turkey,8,
13,17,Ronnie Price,SG,6-2,190,"June 21, 1983",United States,5,"Nicholls State, Utah Valley"
14,11,Earl Watson,PG,6-1,195,"June 12, 1979",United States,9,UCLA
15,3,Kyle Weaver,SG,6-6,201,"February 18, 1986",United States,2,Washington State
16,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,5,Illinois
