,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,52,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,3,
1,90,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,2,Kansas
2,12,Lucious Harris,SG,6-5,190,"December 18, 1970",United States,11,Cal State Long Beach
3,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",Lithuania,6,
4,33,Luke Jackson,SF,6-7,215,"November 6, 1981",United States,R,Oregon
5,23,LeBron James,SF,6-9,250,"December 30, 1984",United States,1,
6,0,Jeff McInnis,PG,6-4,190,"October 22, 1974",United States,7,UNC
7,6,Jerome Moiso,PF,6-10,235,"June 15, 1978",France,4,UCLA
8,14,Ira Newble,SG,6-7,220,"January 20, 1975",United States,4,Miami University
9,3,Sasha Pavlovic,SG,6-8,220,"November 15, 1983",Montenegro,1,
10,20,Eric Snow,SG,6-3,190,"April 24, 1973",United States,9,Michigan State
11,32,Robert Traylor,C,6-8,284,"February 1, 1977",United States,6,Michigan
12,17,Anderson Varejao,PF,6-10,273,"September 28, 1982",Brazil,R,
13,2,Dajuan Wagner,SG,6-2,200,"February 4, 1983",United States,2,Memphis
14,44,Jiri Welsch,SF,6-7,208,"January 27, 1980",Czechia,2,
15,47,Scott Williams,C,6-10,230,"March 21, 1968",United States,14,UNC
