,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,45,Cole Aldrich,C,6-11,250,"October 31, 1988",United States,3,Kansas
1,7,Carmelo Anthony,PF,6-7,238,"May 29, 1984",United States,10,Syracuse
2,77,Andrea Bargnani,C,7-0,245,"October 26, 1985",Italy,7,
3,26,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,7,Michigan State
4,6,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,12,
5,0,Earl Clark,PF,6-10,225,"January 17, 1988",United States,4,Louisville
6,2,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,8,UNC
7,5,Tim Hardaway,SG,6-5,205,"March 16, 1992",United States,R,Michigan
8,3,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,13,Cincinnati
9,23,Toure' Murry,PG,6-5,195,"November 8, 1989",United States,R,Wichita State
10,9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",Argentina,1,
11,21,Iman Shumpert,SG,6-5,215,"June 26, 1990",United States,2,Georgia Tech
12,0,Chris Smith,PG,6-2,200,"October 13, 1987",United States,R,"Manhattan College, Louisville"
13,8,JR Smith,SF,6-6,225,"September 9, 1985",United States,9,
14,1,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",United States,11,
15,4,Jeremy Tyler,C,6-10,260,"June 21, 1991",United States,2,
16,18,Beno Udrih,SG,6-3,205,"July 5, 1982",Slovenia,9,
17,51,Metta World Peace,SF,6-7,260,"November 13, 1979",United States,14,St. John's
