,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,20,Ray Allen,SG,6-5,205,"July 20, 1975",United States,11,UConn
1,42,Tony Allen,SG,6-4,213,"January 11, 1982",United States,3,"Butler County Community College, Oklahoma State"
2,93,PJ Brown,PF,6-11,225,"October 14, 1969",United States,14,Louisiana Tech
3,28,Sam Cassell,PG,6-3,185,"November 18, 1969",United States,14,Florida State
4,11,Glen Davis,C,6-9,289,"January 1, 1986",United States,R,LSU
5,5,Kevin Garnett,PF,6-11,240,"May 19, 1976",United States,12,
6,50,Eddie House,PG,6-1,180,"May 14, 1978",United States,7,Arizona State
7,43,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,4,
8,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,9,Kansas
9,66,Scot Pollard,C,6-11,265,"February 12, 1975",United States,10,Kansas
10,41,James Posey,PF,6-8,215,"January 13, 1977",United States,8,Xavier
11,0,Leon Powe,C,6-8,240,"January 22, 1984",United States,1,California
12,13,Gabe Pruitt,PG,6-4,170,"April 19, 1986",United States,R,USC
13,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,1,Kentucky
14,44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",United States,6,USC
