,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,3338,7102,0.47,940,2536,0.371,2398,4566,0.525,1404,1830,0.767,902,2748,3650,2059,627,404,1227,1533,9020
1,Team/G,,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,110.0
2,Lg Rank,,4,7,12,10.0,6,8,7.0,14,21,8.0,12,12,18.0,2,20,7,5,17,12,23,6,6
3,Year/Year,,0.6%,-1.2%,-1.3%,0.001,8.0%,7.2%,0.003,-4.3%,-5.4%,0.006,-8.7%,-7.9%,-0.007,-6.6%,-3.1%,-4.0%,-0.9%,10.4%,25.1%,0.1%,-2.2%,-1.5%
4,Opponent,82.0,19880,3386,7113,0.476,893,2364,0.378,2493,4749,0.525,1234,1671,0.738,800,2613,3413,2028,654,391,1131,1699,8899
5,Opponent/G,,242.4,41.3,86.7,0.476,10.9,28.8,0.378,30.4,57.9,0.525,15.0,20.4,0.738,9.8,31.9,41.6,24.7,8.0,4.8,13.8,20.7,108.5
6,Lg Rank,,4,26,19,30.0,21,10,30.0,25,20,24.0,7,8,1.0,14,2,2,25,20,16,22,6,22
7,Year/Year,,0.6%,-2.0%,-1.9%,-0.001,10.5%,9.8%,0.002,-5.8%,-6.8%,0.006,-12.0%,-6.9%,-0.044,3.9%,1.4%,2.0%,2.8%,-4.0%,-3.2%,15.2%,2.8%,-2.4%
