,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Kadeem Allen,PG,6-1,200,"January 15, 1993",United States,1,Arizona
1,31,Ron Baker,SG,6-4,220,"March 30, 1993",United States,2,Wichita State
2,23,Trey Burke,PG,6-0,185,"November 12, 1992",United States,5,Michigan
3,21,Damyean Dotson,SG,6-5,210,"May 6, 1994",United States,1,"Oregon, Houston"
4,13,Henry Ellenson,PF,6-10,240,"January 13, 1997",United States,2,Marquette
5,3,Billy Garrett,SG,6-6,213,"October 16, 1994",United States,R,DePaul
6,3,Tim Hardaway,SG,6-5,205,"March 16, 1992",United States,5,Michigan
7,8,Mario Hezonja,SF,6-8,220,"February 25, 1995",Croatia,3,
8,4,Isaiah Hicks,PF,6-9,230,"July 24, 1994",United States,1,UNC
9,30,John Jenkins,SG,6-4,215,"March 6, 1991",United States,5,Vanderbilt
10,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,10,Texas A&M
11,0,Enes Kanter,C,6-10,250,"May 20, 1992",Switzerland,7,
12,20,Kevin Knox,PF,6-7,215,"August 11, 1999",United States,R,Kentucky
13,2,Luke Kornet,PF,7-2,250,"July 15, 1995",United States,1,Vanderbilt
14,5,Courtney Lee,SG,6-5,215,"October 3, 1985",United States,10,Western Kentucky
15,23,Wesley Matthews,SG,6-4,220,"October 14, 1986",United States,9,Marquette
16,1,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",Congo - Kinshasa,3,
17,11,Frank Ntilikina,PG,6-4,200,"July 28, 1998",Belgium,1,
18,26,Mitchell Robinson,C,7-0,240,"April 1, 1998",United States,R,Western Kentucky
19,5,Dennis Smith,PG,6-2,205,"November 25, 1997",United States,1,NC State
20,42,Lance Thomas,PF,6-8,240,"April 24, 1988",United States,7,Duke
21,14,Allonzo Trier,SG,6-4,200,"January 17, 1996",United States,R,Arizona
22,32,Noah Vonleh,PF,6-10,257,"August 24, 1995",United States,4,Indiana
