,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Marcus Banks,PG,6-2,200,"November 19, 1981",United States,6,UNLV
1,7,Andrea Bargnani,PF,7-0,245,"October 26, 1985",Italy,3,
2,0,Marco Belinelli,SG,6-5,220,"March 25, 1986",Italy,2,
3,4,Chris Bosh,C,6-11,235,"March 24, 1984",United States,6,Georgia Tech
4,8,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,4,
5,10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",United States,R,USC
6,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,7,Iowa
7,1,Jarrett Jack,PG,6-3,200,"October 28, 1983",United States,4,Georgia Tech
8,15,Amir Johnson,PF,6-9,240,"May 1, 1987",United States,4,
9,44,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",United Kingdom,2,George Washington
10,12,Rasho Nesterovic,C,7-0,248,"May 30, 1976",Slovenia,11,
11,13,Patrick O'Bryant,C,7-0,260,"June 20, 1986",United States,3,Bradley
12,26,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",Turkey,9,
13,24,Sonny Weems,SG,6-6,205,"July 8, 1986",United States,1,Arkansas
14,21,Antoine Wright,SF,6-7,210,"February 6, 1984",United States,4,Texas A&M
