,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,50,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,6,UNLV
1,52,Chris Babb,SG,6-5,225,"February 14, 1990",United States,R,"Penn State, Iowa State"
2,30,Brandon Bass,PF,6-8,250,"April 30, 1985",United States,8,LSU
3,11,Jerryd Bayless,PG,6-3,200,"August 20, 1988",United States,5,Arizona
4,13,Vander Blue,SG,6-4,200,"July 17, 1992",United States,R,Marquette
5,4,Keith Bogans,SG,6-5,215,"May 12, 1980",United States,10,Kentucky
6,0,Avery Bradley,SG,6-3,180,"November 26, 1990",United States,3,Texas
7,12,MarShon Brooks,SG,6-5,200,"January 26, 1989",United States,2,Providence
8,27,Jordan Crawford,PG,6-4,195,"October 23, 1988",United States,3,"Indiana, Xavier"
9,38,Vitor Faverani,C,6-11,260,"May 5, 1988",Brazil,R,
10,8,Jeff Green,SF,6-8,235,"August 28, 1986",United States,5,Georgetown
11,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,9,Minnesota
12,12,Chris Johnson,SF,6-6,206,"April 29, 1990",United States,1,Dayton
13,11,Courtney Lee,SG,6-5,215,"October 3, 1985",United States,5,Western Kentucky
14,41,Kelly Olynyk,C,6-11,240,"April 19, 1991",Canada,R,Gonzaga
15,26,Phil Pressey,PG,5-11,175,"February 17, 1991",United States,R,Missouri
16,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,7,Kentucky
17,7,Jared Sullinger,PF,6-9,260,"March 4, 1992",United States,1,Ohio State
18,45,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,12,Alabama
