,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,35,Malik Allen,PF,6-10,255,"June 27, 1978",United States,1,Villanova
1,1,Travis Best,PG,5-11,182,"July 12, 1972",United States,7,Georgia Tech
2,4,Caron Butler,SF,6-7,228,"March 13, 1980",United States,R,UConn
3,45,Rasual Butler,SG,6-7,215,"May 23, 1979",United States,R,La Salle
4,25,Anthony Carter,PG,6-1,190,"June 16, 1975",United States,3,Hawaii
5,3,LaPhonso Ellis,PF,6-8,240,"May 5, 1970",United States,10,Notre Dame
6,44,Brian Grant,C,6-9,254,"March 5, 1972",United States,8,Xavier
7,5,Eddie House,SG,6-1,180,"May 14, 1978",United States,2,Arizona State
8,7,Mike James,PG,6-2,188,"June 23, 1975",United States,1,Duquesne
9,54,Ken Johnson,C,6-11,240,"February 1, 1978",United States,R,Ohio State
10,6,Eddie Jones,SG,6-6,190,"October 20, 1971",United States,8,Temple
11,21,Sean Lampley,SF,6-7,227,"September 3, 1979",United States,R,California
12,22,Sean Marks,PF,6-10,250,"August 23, 1975",New Zealand,3,California
13,50,Vladimir Stepania,C,7-0,236,"May 8, 1976",Georgia,4,
