,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Chris Andersen,C,6-10,245,"July 7, 1978",United States,1,Blinn College
1,30,Mark Blount,C,7-0,230,"November 30, 1975",United States,2,Pitt
2,32,Ryan Bowen,SG,6-7,215,"November 20, 1975",United States,3,Iowa
3,14,Devin Brown,SG,6-5,220,"December 30, 1978",United States,R,Texas-San Antonio
4,9,Mark Bryant,PF,6-9,245,"April 25, 1965",United States,14,Seton Hall
5,23,Marcus Camby,C,6-11,220,"March 22, 1974",United States,6,UMass
6,25,John Crotty,PG,6-1,185,"July 15, 1969",United States,10,Virginia
7,21,Adam Harrington,SG,6-5,200,"July 5, 1980",United States,R,"NC State, Auburn"
8,6,Junior Harrington,PG,6-4,180,"October 2, 1980",United States,R,Wingate University
9,1,Donnell Harvey,SF,6-8,220,"August 26, 1980",United States,2,Florida
10,31,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,R,
11,5,Juwan Howard,PF,6-9,240,"February 7, 1973",United States,8,Michigan
12,41,James Posey,SF,6-8,215,"January 13, 1977",United States,3,Xavier
13,11,Kenny Satterfield,PG,6-2,186,"April 10, 1981",United States,1,Cincinnati
14,4,Predrag Savovic,SG,6-6,225,"May 21, 1976",Croatia,R,"UAB, Hawaii"
15,20,Jeff Trepagnier,SG,6-4,200,"July 11, 1979",United States,1,USC
16,22,Nikoloz Tskitishvili,SF,7-0,225,"April 14, 1983",Georgia,R,
17,7,Rodney White,SG,6-9,238,"June 28, 1980",United States,1,UNC Charlotte
18,12,Chris Whitney,PG,6-0,168,"October 5, 1971",United States,9,Clemson
19,11,Shammond Williams,PG,6-1,201,"April 5, 1975",United States,4,UNC
20,3,Vincent Yarbrough,SG,6-7,210,"March 21, 1981",United States,R,Tennessee
