,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,51,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",United States,2,Villanova
1,34,Wendell Carter,C,6-10,270,"April 16, 1999",United States,1,Duke
2,32,Kris Dunn,PG,6-3,205,"March 18, 1994",United States,3,Providence
3,6,Cristiano Felicio,C,6-11,270,"July 7, 1992",Brazil,4,
4,12,Daniel Gafford,C,6-10,234,"October 1, 1998",United States,R,Arkansas
5,3,Shaquille Harrison,SG,6-7,190,"October 6, 1993",United States,2,Tulsa
6,15,Chandler Hutchison,SF,6-6,210,"April 26, 1996",United States,1,Boise State
7,2,Luke Kornet,C,7-2,250,"July 15, 1995",United States,2,Vanderbilt
8,8,Zach LaVine,SG,6-5,200,"March 10, 1995",United States,5,UCLA
9,24,Lauri Markkanen,PF,7-0,240,"May 22, 1997",Finland,2,Arizona
10,20,Adam Mokoka,SF,6-4,190,"July 18, 1998",France,R,
11,22,Otto Porter,SF,6-8,198,"June 3, 1993",United States,6,Georgetown
12,31,Tomas Satoransky,SG,6-7,210,"October 30, 1991",Czechia,3,
13,28,Max Strus,SF,6-5,215,"March 28, 1996",United States,R,"Lewis (IL), DePaul"
14,45,Denzel Valentine,SF,6-4,220,"November 16, 1993",United States,2,Michigan State
15,0,Coby White,PG,6-5,195,"February 16, 2000",United States,R,UNC
16,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,12,Georgia Tech
