,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,7,UCLA
1,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",United States,5,Kansas
2,5,Will Barton,SG,6-6,181,"January 6, 1991",United States,2,Memphis
3,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",United States,7,DePaul
4,20,Ian Clark,SG,6-3,175,"March 7, 1991",United States,1,Belmont
5,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",United States,3,Morehead State University
6,4,Randy Foye,SG,6-4,213,"September 24, 1983",United States,8,Villanova
7,22,Jamaal Franklin,SG,6-5,191,"July 21, 1991",United States,1,San Diego State
8,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,5,
9,1,Alonzo Gee,SF,6-6,225,"May 29, 1987",United States,5,Alabama
10,11,Erick Green,PG,6-4,185,"May 9, 1991",United States,R,Virginia Tech
11,14,Gary Harris,SG,6-4,210,"September 14, 1994",United States,R,Michigan State
12,7,JJ Hickson,C,6-9,242,"September 4, 1988",United States,6,NC State
13,77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",France,R,
14,3,Ty Lawson,PG,5-11,195,"November 3, 1987",United States,5,UNC
15,34,JaVale McGee,C,7-0,270,"January 19, 1988",United States,6,Nevada
16,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",Russia,4,
17,28,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,10,Saint Joseph's
18,23,Jusuf Nurkic,C,6-11,290,"August 23, 1994",Bosnia & Herzegovina,R,
19,5,Nate Robinson,PG,5-9,180,"May 31, 1984",United States,9,Washington
