,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Keith Bogans,SF,6-5,215,"May 12, 1980",United States,8,Kentucky
1,9,MarShon Brooks,SG,6-5,200,"January 26, 1989",United States,R,Providence
2,14,Andre Emmett,SF,6-5,230,"August 27, 1982",United States,1,Texas Tech
3,2,Jordan Farmar,PG,6-2,180,"November 30, 1986",United States,5,UCLA
4,1,Sundiata Gaines,SG,6-1,185,"April 18, 1986",United States,2,Georgia
5,14,Gerald Green,SF,6-6,205,"January 26, 1986",United States,4,
6,31,Dennis Horner,PF,6-9,230,"February 5, 1988",United States,R,NC State
7,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,7,Minnesota
8,10,Damion James,SF,6-7,225,"October 7, 1987",United States,1,Texas
9,7,Armon Johnson,PG,6-3,195,"February 23, 1989",United States,1,Nevada
10,11,Brook Lopez,C,7-0,282,"April 1, 1988",United States,3,Stanford
11,22,Anthony Morrow,SG,6-5,210,"September 27, 1985",United States,3,Georgia Tech
12,13,Mehmet Okur,C,6-11,249,"May 26, 1979",Turkey,9,
13,24,Larry Owens,SF,6-7,210,"January 8, 1983",United States,1,Oral Roberts
14,27,Johan Petro,C,7-0,247,"January 27, 1986",France,6,
15,28,Jerry Smith,PG,6-2,190,"September 26, 1987",United States,R,Louisville
16,92,DeShawn Stevenson,SF,6-5,210,"April 3, 1981",United States,11,
17,45,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,10,Alabama
18,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,6,Illinois
19,20,Jordan Williams,C,6-10,260,"October 11, 1990",United States,R,Maryland
20,7,Shawne Williams,SF,6-9,225,"February 16, 1986",United States,4,Memphis
21,33,Shelden Williams,C,6-9,250,"October 21, 1983",United States,5,Duke
