,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Chucky Atkins,PG,5-11,160,"August 14, 1974",United States,4,South Florida
1,42,Vin Baker,PF,6-11,232,"November 23, 1971",United States,10,University of Hartford
2,11,Marcus Banks,PG,6-2,200,"November 19, 1981",United States,R,UNLV
3,13,Dana Barros,SG,5-11,163,"April 13, 1967",United States,13,Boston College
4,4,Tony Battie,C,6-11,230,"February 11, 1976",United States,6,Texas Tech
5,30,Mark Blount,C,7-0,230,"November 30, 1975",United States,3,Pitt
6,5,Kedrick Brown,SF,6-7,222,"March 18, 1981",United States,2,Okaloosa-Walton Community College
7,12,Ricky Davis,SF,6-6,195,"September 23, 1979",United States,5,Iowa
8,56,Brandon Hunter,PF,6-7,260,"November 24, 1980",United States,R,Ohio University
9,13,Mike James,PG,6-2,188,"June 23, 1975",United States,2,Duquesne
10,20,Jumaine Jones,SG,6-8,218,"February 10, 1979",United States,4,Georgia
11,45,Raef LaFrentz,C,6-11,240,"May 29, 1976",United States,5,Kansas
12,0,Walter McCarty,PF,6-10,230,"February 1, 1974",United States,7,Kentucky
13,4,Chris Mihm,C,7-0,265,"July 16, 1979",United States,3,Texas
14,43,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,R,
15,34,Paul Pierce,SG,6-7,235,"October 13, 1977",United States,5,Kansas
16,5,Michael Stewart,C,6-10,230,"April 25, 1975",France,6,California
17,44,Jiri Welsch,SG,6-7,208,"January 27, 1980",Czechia,1,
18,55,Eric Williams,SF,6-8,220,"July 17, 1972",United States,8,"Vincennes University, Providence"
