,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,66.0,15965,2291,5232,0.438,317,916,0.346,1974,4316,0.457,1098,1461,0.752,775,1882,2657,1232,460,278,1033,1293,5997
1,Team/G,,241.9,34.7,79.3,0.438,4.8,13.9,0.346,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9
2,Lg Rank,,10,25,24,25.0,26,26,13.0,17,10,26.0,14,15,18.0,12,29,27,28,23,26,28,16,27
3,Year/Year,,-0.2%,-6.9%,-2.2%,-0.022,-16.6%,-9.4%,-0.03,-5.1%,-0.5%,-0.022,-0.2%,-2.1%,0.014,3.4%,4.6%,4.2%,-11.5%,-3.9%,5.3%,20.3%,-1.4%,-6.3%
4,Opponent,66.0,15965,2378,5147,0.462,395,1114,0.355,1983,4033,0.492,1162,1518,0.765,703,1985,2688,1485,563,348,959,1283,6313
5,Opponent/G,,241.9,36.0,78.0,0.462,6.0,16.9,0.355,30.0,61.1,0.492,17.6,23.0,0.765,10.7,30.1,40.7,22.5,8.5,5.3,14.5,19.4,95.7
6,Lg Rank,,10,13,4,25.0,6,3,20.0,15,8,25.0,20,20,26.0,4,9,8,24,30,21,17,16,14
7,Year/Year,,-0.2%,-5.0%,-0.2%,-0.024,-6.2%,-5.3%,-0.003,-4.8%,1.3%,-0.032,-3.9%,-3.9%,-0.001,0.9%,-0.2%,0.1%,-3.4%,23.1%,13.5%,2.7%,3.2%,-4.9%
