,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19955,3139,6790,0.462,497,1381,0.36,2642,5409,0.488,1305,1758,0.742,862,2801,3663,1969,601,378,1233,1707,8080
1,Team/G,,243.4,38.3,82.8,0.462,6.1,16.8,0.36,32.2,66.0,0.488,15.9,21.4,0.742,10.5,34.2,44.7,24.0,7.3,4.6,15.0,20.8,98.5
2,Lg Rank,,1,9,21,6.0,27,27,9.0,2,4,13.0,25,22,21.0,19,5,8,6,20,16,24,17,17
3,Year/Year,,-0.5%,-1.2%,-1.9%,0.003,-23.2%,-19.0%,-0.02,4.4%,3.7%,0.003,4.1%,2.5%,0.012,-2.7%,8.9%,5.9%,3.1%,-10.0%,0.3%,2.4%,1.9%,-2.1%
4,Opponent,82.0,19955,2965,6844,0.433,657,1885,0.349,2308,4959,0.465,1434,1942,0.738,821,2599,3420,1634,655,350,1145,1610,8021
5,Opponent/G,,243.4,36.2,83.5,0.433,8.0,23.0,0.349,28.1,60.5,0.465,17.5,23.7,0.738,10.0,31.7,41.7,19.9,8.0,4.3,14.0,19.6,97.8
6,Lg Rank,,1,6,15,2.0,16,19,14.0,6,12,4.0,18,20,4.0,5,10,6,3,21,6,19,21,10
7,Year/Year,,-0.5%,-2.4%,3.2%,-0.025,7.4%,6.9%,0.001,-4.9%,1.8%,-0.033,-1.9%,1.6%,-0.026,-0.7%,-1.3%,-1.2%,-10.4%,3.8%,9.4%,-12.9%,0.6%,-1.6%
