,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Alex Acker,SG,6-5,185,"January 21, 1983",United States,1,Pepperdine
1,28,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,1,UCLA
2,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,11,Colorado
3,38,Kwame Brown,C,6-11,270,"March 10, 1982",United States,7,
4,12,Will Bynum,PG,6-0,185,"January 4, 1983",United States,1,"Arizona, Georgia Tech"
5,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",United States,9,UConn
6,5,Walter Herrmann,SF,6-9,225,"June 26, 1979",Argentina,2,
7,1,Allen Iverson,PG,6-0,165,"June 7, 1975",United States,12,Georgetown
8,25,Amir Johnson,PF,6-9,240,"May 1, 1987",United States,3,
9,54,Jason Maxiell,C,6-7,260,"February 18, 1983",United States,3,Cincinnati
10,24,Antonio McDyess,PF,6-9,220,"September 7, 1974",United States,12,Alabama
11,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,6,Kentucky
12,42,Walter Sharpe,PF,6-9,245,"July 18, 1986",United States,R,"Mississippi State, UAB"
13,3,Rodney Stuckey,PG,6-5,210,"April 21, 1986",United States,1,Eastern Washington
14,30,Rasheed Wallace,C,6-10,225,"September 17, 1974",United States,13,UNC
