,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Nickeil Alexander-Walker,SG,6-6,205,"September 2, 1998",ca,R,Virginia Tech
1,2,Lonzo Ball,PG,6-6,190,"October 27, 1997",us,2,UCLA
2,45,Zylan Cheatham,PF,6-5,220,"November 17, 1995",us,R,"San Diego State, Arizona State"
3,22,Derrick Favors,C,6-9,265,"July 15, 1991",us,9,Georgia Tech
4,5,Josh Gray,PG,6-0,180,"September 9, 1993",us,1,LSU
5,3,Josh Hart,SF,6-5,215,"March 6, 1995",us,2,Villanova
6,10,Jaxson Hayes,C,6-11,220,"May 23, 2000",us,R,Texas
7,11,Jrue Holiday,SG,6-3,205,"June 12, 1990",us,10,UCLA
8,14,Brandon Ingram,PF,6-8,190,"September 2, 1997",us,3,Duke
9,15,Frank Jackson,PG,6-3,205,"May 4, 1998",us,1,Duke
10,20,Nicolo Melli,C,6-9,236,"January 26, 1991",it,R,
11,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us,8,Purdue
12,"8, 9",Jahlil Okafor,C,6-10,270,"December 15, 1995",us,4,Duke
13,4,JJ Redick,SG,6-3,200,"June 24, 1984",us,13,Duke
14,12,Sindarius Thornwell,SF,6-4,215,"November 15, 1994",us,2,South Carolina
15,34,Kenrich Williams,PF,6-6,210,"December 2, 1994",us,1,TCU
16,1,Zion Williamson,PF,6-7,284,"July 6, 2000",us,R,Duke
