,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Matt Barnes,PF,6-7,226,"March 9, 1980",United States,2,UCLA
1,5,Michael Bradley,PF,6-10,245,"April 18, 1979",United States,4,"Kentucky, Villanova"
2,1,Samuel Dalembert,C,6-11,255,"May 10, 1981",Haiti,3,Seton Hall
3,35,Deng Gai,C,6-9,250,"March 22, 1982",South Sudan,R,Fairfield
4,33,Willie Green,SG,6-4,200,"July 28, 1981",United States,2,Detroit Mercy
5,31,Zendon Hamilton,C,6-11,250,"April 27, 1975",United States,5,St. John's
6,45,Steven Hunter,C,7-0,220,"October 31, 1981",United States,4,DePaul
7,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,1,Arizona
8,3,Allen Iverson,PG,6-0,165,"June 7, 1975",United States,9,Georgetown
9,26,Kyle Korver,SF,6-7,212,"March 17, 1981",United States,2,Creighton
10,54,Lee Nailon,PF,6-9,238,"February 22, 1975",United States,5,"Butler County Community College, TCU"
11,12,Kevin Ollie,SG,6-4,195,"December 27, 1972",United States,8,UConn
12,42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",United States,R,Duke
13,7,John Salmons,SG,6-7,210,"December 12, 1979",United States,3,Miami (FL)
14,30,James Thomas,PF,6-8,235,"November 22, 1980",United States,1,Texas
15,4,Chris Webber,PF,6-9,245,"March 1, 1973",United States,12,Michigan
16,23,Lou Williams,PG,6-1,175,"October 27, 1986",United States,R,
