,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,33,40,34,39,-1.01,0.09,-0.93,108.5,109.5,98.6,0.256,0.364,0.506,11.5,22.3,0.198,0.535,13.2,79.1,0.176,Amway Center,529870
1,Lg Rank,18,12,17,19,16.0,16.0,19.0,23.0,10.0,25.0,20.0,18.0,27.0,4.0,16.0,18.0,18.0,11.0,5.0,5.0,,22
