,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Jordan Bell,C,6-8,216,"January 7, 1995",United States,R,Oregon
1,25,Chris Boucher,PF,6-9,200,"January 11, 1993",St. Lucia,R,Oregon
2,18,Omri Casspi,SF,6-9,225,"June 22, 1988",Israel,8,
3,4,Quinn Cook,PG,6-1,180,"March 23, 1993",United States,1,Duke
4,30,Stephen Curry,PG,6-3,185,"March 14, 1988",United States,8,Davidson
5,35,Kevin Durant,SF,6-10,240,"September 29, 1988",United States,10,Texas
6,23,Draymond Green,PF,6-6,230,"March 4, 1990",United States,5,Michigan State
7,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,13,Arizona
8,15,Damian Jones,C,6-11,245,"June 30, 1995",United States,1,Vanderbilt
9,34,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,12,
10,5,Kevon Looney,C,6-9,222,"February 6, 1996",United States,2,UCLA
11,0,Patrick McCaw,SG,6-7,181,"October 25, 1995",United States,1,UNLV
12,1,JaVale McGee,C,7-0,270,"January 19, 1988",United States,9,Nevada
13,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,14,
14,11,Klay Thompson,SG,6-6,215,"February 8, 1990",United States,6,Washington State
15,3,David West,C,6-9,250,"August 29, 1980",United States,14,Xavier
16,6,Nick Young,SG,6-7,210,"June 1, 1985",United States,10,USC
