Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,21.0,PHI,NBA,C,51.0,15.0,15.9,2.6,5.7,0.45,0.1,0.2,0.375,2.5,5.5,0.452,0.455,0.4,0.7,0.529,1.7,3.1,4.8,0.6,0.4,0.7,0.6,2.2,5.5
2012-13,22.0,ORL,NBA,C,77.0,77.0,33.2,6.0,11.5,0.519,0.0,0.0,0.0,6.0,11.5,0.52,0.519,1.1,1.6,0.683,3.5,8.4,11.9,1.9,0.8,1.0,1.8,2.8,13.1
2013-14,23.0,ORL,NBA,C,57.0,57.0,31.8,6.2,12.2,0.507,0.0,0.0,,6.2,12.2,0.507,0.507,1.8,2.4,0.766,3.2,7.7,11.0,1.8,1.1,0.8,2.0,3.0,14.2
2014-15,24.0,ORL,NBA,C,74.0,74.0,34.2,8.5,16.3,0.523,0.0,0.1,0.333,8.5,16.2,0.524,0.524,2.2,2.9,0.752,3.2,7.7,10.9,2.0,0.7,0.7,2.0,3.0,19.3
2015-16,25.0,ORL,NBA,C,65.0,60.0,31.3,8.2,16.1,0.51,0.0,0.1,0.222,8.2,16.0,0.512,0.511,1.7,2.3,0.753,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2
2016-17,26.0,ORL,NBA,C,75.0,55.0,28.8,6.4,13.7,0.468,0.3,1.0,0.307,6.1,12.7,0.481,0.48,1.4,2.1,0.669,2.3,8.0,10.4,2.8,1.0,1.0,1.6,2.4,14.6
2017-18,27.0,ORL,NBA,C,57.0,57.0,29.5,7.0,14.7,0.475,1.1,3.6,0.314,5.9,11.2,0.527,0.513,1.4,1.6,0.819,1.8,7.4,9.2,3.4,1.0,1.1,1.9,2.5,16.5
2018-19,28.0,ORL,NBA,C,80.0,80.0,31.4,8.8,16.9,0.518,1.1,2.9,0.364,7.7,14.0,0.549,0.549,2.2,2.8,0.789,2.8,9.2,12.0,3.8,1.0,1.1,2.0,2.0,20.8
2019-20,29.0,ORL,NBA,C,62.0,62.0,32.2,8.0,16.7,0.477,1.6,4.7,0.339,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6
2020-21,30.0,TOT,NBA,C,70.0,70.0,33.5,9.5,19.9,0.477,2.5,6.3,0.4,7.0,13.7,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4
2020-21,30.0,ORL,NBA,C,44.0,44.0,34.1,9.9,20.6,0.48,2.7,6.5,0.406,7.3,14.1,0.515,0.545,2.1,2.5,0.827,2.0,9.8,11.8,3.8,1.0,0.6,1.9,1.8,24.5
2020-21,30.0,CHI,NBA,C,26.0,26.0,32.6,8.8,18.8,0.471,2.3,5.8,0.388,6.6,12.9,0.509,0.532,1.5,1.8,0.87,2.3,9.3,11.5,3.9,0.9,0.8,1.7,2.2,21.5
2021-22,31.0,CHI,NBA,C,9.0,9.0,34.4,5.4,14.3,0.38,1.1,4.3,0.256,4.3,10.0,0.433,0.419,1.4,2.0,0.722,1.7,9.1,10.8,4.2,1.2,0.8,1.4,2.4,13.4
Career,,,NBA,,677.0,616.0,30.7,7.2,14.6,0.494,0.7,1.9,0.354,6.6,12.7,0.516,0.518,1.7,2.2,0.756,2.6,7.8,10.4,2.7,0.9,0.9,1.7,2.5,16.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 seasons,,ORL,NBA,,591.0,566.0,31.8,7.6,15.2,0.499,0.7,1.9,0.353,6.9,13.4,0.519,0.52,1.8,2.4,0.758,2.7,8.1,10.8,2.8,0.9,0.9,1.8,2.5,17.6
1 season,,PHI,NBA,,51.0,15.0,15.9,2.6,5.7,0.45,0.1,0.2,0.375,2.5,5.5,0.452,0.455,0.4,0.7,0.529,1.7,3.1,4.8,0.6,0.4,0.7,0.6,2.2,5.5
2 seasons,,CHI,NBA,,35.0,35.0,33.1,8.0,17.6,0.452,2.0,5.5,0.361,6.0,12.2,0.493,0.508,1.5,1.8,0.828,2.1,9.2,11.3,4.0,1.0,0.8,1.6,2.3,19.4
