,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,3220,7080,0.455,652,1725,0.378,2568,5355,0.48,1525,1890,0.807,924,2661,3585,1775,573,434,1189,1895,8617
1,Team/G,,241.8,39.3,86.3,0.455,8.0,21.0,0.378,31.3,65.3,0.48,18.6,23.0,0.807,11.3,32.5,43.7,21.6,7.0,5.3,14.5,23.1,105.1
2,Lg Rank,,11,4,2,19.0,4,4,8.0,11,10,18.0,18,23,3.0,12,3,2,9,20,8,19,27,5
3,Year/Year,,0.4%,3.8%,1.2%,0.011,-13.6%,-14.6%,0.004,9.4%,7.7%,0.008,-2.7%,-7.4%,0.039,2.2%,1.1%,1.4%,-4.8%,-8.0%,5.3%,-3.8%,-1.4%,1.1%
4,Opponent,82.0,19830,3141,6862,0.458,569,1519,0.375,2572,5343,0.481,1857,2431,0.764,909,2708,3617,1731,635,444,1151,1692,8708
5,Opponent/G,,241.8,38.3,83.7,0.458,6.9,18.5,0.375,31.4,65.2,0.481,22.6,29.6,0.764,11.1,33.0,44.1,21.1,7.7,5.4,14.0,20.6,106.2
6,Lg Rank,,11,21,26,15.0,18,18,19.0,22,19,11.0,29,29,12.0,19,29,28,16,21,26,15,15,26
7,Year/Year,,0.4%,1.6%,0.7%,0.004,-6.1%,-3.3%,-0.011,3.4%,1.8%,0.007,0.4%,-0.5%,0.007,-2.2%,-3.3%,-3.0%,-4.9%,-4.2%,6.7%,-11.3%,-5.1%,0.8%
