,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Lonzo Ball,PG,6-6,190,"October 27, 1997",us,R,UCLA
1,17,Vander Blue,SG,6-4,200,"July 17, 1992",us,2,Marquette
2,66,Andrew Bogut,C,7-0,260,"November 28, 1984",au,12,Utah
3,3,Corey Brewer,SF,6-9,186,"March 5, 1986",us,10,Florida
4,31,Thomas Bryant,C,6-10,248,"July 31, 1997",us,R,Indiana
5,1,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us,4,Georgia
6,4,Alex Caruso,PG,6-4,186,"February 28, 1994",us,R,Texas A&M
7,6,Jordan Clarkson,SG,6-4,194,"June 7, 1992",us,3,"Tulsa, Missouri"
8,9,Luol Deng,SF,6-9,237,"April 16, 1985",ss,13,Duke
9,10,Tyler Ennis,PG,6-3,194,"August 24, 1994",ca,3,Syracuse
10,12,Channing Frye,C,7-0,255,"May 17, 1983",us,11,Arizona
11,5,Josh Hart,SG,6-5,215,"March 6, 1995",us,R,Villanova
12,15,Nigel Hayes,SF,6-8,254,"December 16, 1994",us,R,Wisconsin
13,20,Andre Ingram,SG,6-3,190,"November 19, 1985",us,R,American University
14,14,Brandon Ingram,SF,6-8,190,"September 2, 1997",us,1,Duke
15,0,Kyle Kuzma,PF,6-10,221,"July 24, 1995",us,R,Utah
16,11,Brook Lopez,C,7-0,282,"April 1, 1988",us,9,Stanford
17,7,Larry Nance,C,6-7,245,"January 1, 1993",us,2,Wyoming
18,23,Gary Payton,PG,6-3,190,"December 1, 1992",us,1,Oregon State
19,30,Julius Randle,C,6-8,250,"November 29, 1994",us,3,Kentucky
20,"3, 7",Isaiah Thomas,PG,5-9,185,"February 7, 1989",us,6,Washington
21,21,Travis Wear,SF,6-10,230,"September 21, 1990",us,1,"UNC, UCLA"
22,6,Derrick Williams,PF,6-8,240,"May 25, 1991",us,6,Arizona
23,40,Ivica Zubac,C,7-0,240,"March 18, 1997",ba,1,
