,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",United States,13,Texas
1,18,Marco Belinelli,SG,6-5,220,"March 25, 1986",Italy,12,
2,77,DeMarre Carroll,SF,6-6,215,"July 27, 1986",United States,10,"Vanderbilt, Missouri"
3,10,DeMar DeRozan,SF,6-6,220,"August 7, 1989",United States,10,USC
4,14,Drew Eubanks,C,6-9,245,"February 1, 1997",United States,1,Oregon State
5,11,Bryn Forbes,SG,6-2,205,"July 23, 1993",United States,3,Michigan State
6,22,Rudy Gay,PF,6-8,250,"August 17, 1986",United States,13,UConn
7,3,Keldon Johnson,SF,6-5,220,"October 11, 1999",United States,R,Kentucky
8,41,Trey Lyles,PF,6-9,234,"November 5, 1995",Canada,4,Kentucky
9,7,Chimezie Metu,C,6-9,225,"March 22, 1997",United States,1,USC
10,8,Patty Mills,PG,6-1,180,"August 11, 1988",Australia,10,Saint Mary's
11,5,Dejounte Murray,PG,6-4,180,"September 19, 1996",United States,2,Washington
12,25,Jakob Poeltl,C,7-1,245,"October 15, 1995",Austria,3,Utah
13,19,Luka Samanic,PF,6-10,227,"January 9, 2000",Croatia,R,
14,1,Lonnie Walker,SG,6-4,204,"December 14, 1998",United States,1,Miami (FL)
15,15,Quinndary Weatherspoon,SG,6-3,205,"September 10, 1996",United States,R,Mississippi State
16,4,Derrick White,SG,6-4,190,"July 2, 1994",United States,2,"Colorado-Colorado Springs, Colorado"
17,40,Tyler Zeller,C,7-0,253,"January 17, 1990",United States,7,UNC
