,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Alan Anderson,SG,6-6,220,"October 16, 1982",United States,6,Michigan State
1,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,3,Florida
2,45,DeJuan Blair,C,6-7,270,"April 22, 1989",United States,6,Pitt
3,1,Jared Dudley,PF,6-6,237,"July 10, 1985",United States,8,Boston College
4,8,Jarell Eddie,SF,6-7,218,"October 30, 1991",United States,R,Virginia Tech
5,90,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,13,Kansas
6,13,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,8,
7,21,JJ Hickson,C,6-9,242,"September 4, 1988",United States,7,NC State
8,42,Nene Hilario,PF,6-11,250,"September 13, 1982",Brazil,13,
9,15,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,9,UCLA
10,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,11,Minnesota
11,5,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,4,Kansas
12,14,Gary Neal,SG,6-4,210,"October 3, 1984",United States,5,"La Salle, Towson University"
13,12,Kelly Oubre,SF,6-7,203,"December 9, 1995",United States,R,Kansas
14,22,Otto Porter,SF,6-8,198,"June 3, 1993",United States,2,Georgetown
15,7,Ramon Sessions,PG,6-3,190,"April 11, 1986",United States,8,Nevada
16,17,Garrett Temple,SF,6-5,195,"May 8, 1986",United States,5,LSU
17,15,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,6,LSU
18,2,John Wall,PG,6-3,210,"September 6, 1990",United States,5,Kentucky
